 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -6.1241 3.3465 0.0821 -12.6934 0.5989 1708.6181 1.0006
w_n_t_1 0.4832 1.0164 0.019 -1.3965 2.5487 3178.1561 0.9997
w_a_t_1 3.1828 1.0016 0.0194 1.4244 5.332 2802.9065 1.0001
w_d_t_1 12.2999 986.3024 20.1779 -1864.8344 1991.5654 2461.9136 1.0004
w_c_t_1 3.6431 4.8512 0.1343 -5.7821 13.1043 1289.649 1.0009
y_c_t_1 -0.6478 3.5187 0.0751 -8.2291 5.616 1942.2914 0.9998
Node 0.2357 1.7857 0.0452 -3.479 3.5245 1486.7615 1.0013
Under_Supply -9.5448 3.7764 0.115 -16.7614 -2.0954 1123.0263 1.0018
Flow -0.6684 4.4643 0.1278 -9.4062 8.1873 1224.2708 1.0018
Arc 0.9645 0.781 0.0168 -0.4884 2.5648 2086.007 1.001
