 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -919.6584 486.5033 27.8115 -1890.175 -25.7348 223.4071 0.9998
w_n_t_1 -79.0032 56.8675 2.5695 -201.961 16.1437 393.0183 1.0073
w_a_t_1 8.1681 33.264 1.2777 -58.9778 75.0508 575.0044 0.9998
w_d_t_1 -682.5311 659.0589 33.4359 -2077.9868 220.1518 358.6895 1.0001
w_c_t_1 494.1815 332.441 17.2522 -113.3222 1176.4693 296.5826 1.0
y_c_t_1 531.7111 335.2432 18.5288 -38.357 1241.2831 250.0776 0.9997
Node -107.778 71.0864 3.5056 -247.18 12.727 316.8077 0.9999
Under_Supply -2701.711 667.2627 36.1918 -4113.2799 -1513.7392 165.7654 1.0121
Flow 479.534 170.0518 7.9719 154.4906 805.4455 356.2667 1.0081
Arc -78.6011 37.3907 2.026 -147.745 -12.4317 227.2289 1.0009
