 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept 0.0855 5.12 0.1399 -9.7678 10.3259 1337.3885 0.9997
w_n_t_1 2.1759 0.6719 0.0119 0.9372 3.5394 2370.178 0.9998
w_a_t_1 2.5732 0.6953 0.0123 1.2779 4.0174 2867.6879 0.9997
w_d_t_1 15.7653 1032.2505 21.1939 -2100.7169 1912.2747 2437.662 1.0014
w_c_t_1 -10.8198 6.1472 0.1377 -22.9892 1.2592 1626.8204 0.9997
y_c_t_1 6.9192 5.6592 0.1285 -4.0949 18.2291 1789.3072 0.9997
Node 3.0964 1.9819 0.0484 -0.6365 6.887 1614.2023 0.9997
Under_Supply -24.9121 6.4708 0.1825 -37.4273 -12.4223 1219.6933 0.9999
Flow 2.0947 5.5744 0.1294 -9.1614 12.8501 1799.2344 0.9997
Arc 0.4471 0.9633 0.0195 -1.5114 2.2341 2079.0655 0.9997
