 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -9.3046 1.7557 0.0791 -12.533 -5.7676 488.4682 0.9997
w_n_t_1 4.5256 0.8266 0.0243 2.9398 6.1491 917.994 0.9998
w_a_t_1 2.6049 0.8559 0.0288 1.0607 4.3339 766.0386 1.0007
w_d_t_1 -824.4877 637.5708 31.3527 -2023.0207 -1.1392 384.431 1.0038
w_c_t_1 1.421 2.368 0.0935 -3.2455 5.8359 531.9164 1.0016
y_c_t_1 6.6608 2.2015 0.0919 2.5046 10.9338 553.2501 0.9997
Node -0.4763 0.9727 0.038 -2.3828 1.3925 699.0504 1.0044
Under_Supply -9.5471 1.9344 0.0789 -13.0685 -5.6438 505.5892 1.007
Flow 1.0399 2.6476 0.1117 -4.0654 6.0649 498.1001 1.0065
Arc -1.6057 0.5398 0.0201 -2.6504 -0.5721 750.919 0.9997
