 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -6.4887 1.9006 0.0399 -10.3013 -2.9461 2030.6622 0.9997
w_n_t_1 1.5155 1.0314 0.0184 -0.6132 3.4018 3405.5232 0.9997
w_a_t_1 3.8127 1.0232 0.0175 1.7619 5.7252 3629.0211 0.9998
w_d_t_1 -10.1162 987.392 15.4049 -1880.9506 1982.6436 3784.4824 0.9998
w_c_t_1 -2.1617 2.6691 0.0622 -7.3803 2.9105 2201.7396 0.9997
y_c_t_1 3.9909 2.6768 0.0641 -0.9995 9.288 1969.1458 0.9998
Node 1.2096 1.0102 0.0204 -0.5851 3.3644 2824.4837 0.9997
Under_Supply 0.7622 2.5611 0.0671 -4.1932 5.889 1263.4281 0.9997
Flow -5.4235 3.459 0.0939 -12.5202 1.0852 1390.1019 0.9997
Arc 0.4307 0.5784 0.0092 -0.7405 1.5122 4099.7547 0.9997
