 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept 2.1812 4.5457 0.1189 -7.0735 10.9531 1376.0036 0.9997
w_n_t_1 -0.453 1.0481 0.0189 -2.5379 1.6154 2620.9576 0.9997
w_a_t_1 1.1062 0.9981 0.0196 -0.7689 3.1577 2356.3422 0.9999
w_d_t_1 -2.5148 1.4352 0.0371 -5.2056 0.0508 1368.3219 1.0
w_c_t_1 0.9012 4.2794 0.0973 -7.2161 9.4721 1647.0814 0.9999
y_c_t_1 -0.9947 4.1906 0.0985 -9.1568 7.0904 1431.6532 1.0001
Node 2.3936 2.149 0.0545 -1.5891 6.8284 1612.7883 0.9998
Under_Supply -29.0456 6.0913 0.1536 -41.252 -17.9516 1439.8006 0.9998
Flow 1.1706 5.0652 0.1219 -8.613 10.8028 1486.7529 0.9997
Arc -0.7507 1.0079 0.0214 -2.7601 1.1232 1968.0292 0.9997
