 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -0.4501 0.8652 0.0199 -2.0969 1.2822 1776.4117 1.0013
w_n_t_1 1.0472 0.3608 0.0062 0.3873 1.7649 2819.3687 1.0001
w_a_t_1 1.6868 0.3755 0.0068 0.9933 2.4685 3017.0324 0.9997
w_d_t_1 11.2952 990.1699 17.5006 -1947.2821 1907.019 3058.121 1.0
w_c_t_1 0.6004 1.364 0.0289 -2.1534 3.2207 2310.1031 0.9999
y_c_t_1 1.4906 1.478 0.026 -1.49 4.3317 2262.0739 1.0023
Node -0.4055 0.5457 0.0097 -1.4663 0.6537 3043.9171 0.9999
Under_Supply -3.9666 1.2058 0.0302 -6.3802 -1.7175 1743.5562 1.0024
Flow -2.9364 1.7092 0.0413 -6.3708 0.3399 1858.7665 1.003
Arc 0.4132 0.3274 0.0051 -0.1959 1.0905 3210.8236 0.9999
