 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -6.1994 1.2021 0.0309 -8.5072 -3.8752 1429.8812 1.0002
w_n_t_1 -0.4207 0.5193 0.0111 -1.4431 0.5683 2350.5543 0.9997
w_a_t_1 -0.162 0.4879 0.0093 -1.1029 0.8162 2930.0923 0.9997
w_d_t_1 13.8348 1032.0977 20.7185 -1871.1316 2128.3003 2223.8247 0.9999
w_c_t_1 7.146 2.2877 0.0598 2.5227 11.5101 1505.4709 1.0018
y_c_t_1 3.4563 2.1968 0.0523 -0.817 7.6267 1762.0368 1.0015
Node 0.2849 0.4511 0.0111 -0.5313 1.1764 1520.6986 1.0003
Under_Supply -2.104 2.2413 0.0588 -6.5007 2.1936 1210.9632 1.0
Flow 0.8916 2.0871 0.0517 -3.222 4.8845 1368.4173 0.9998
Arc -0.4421 0.3375 0.0068 -1.0951 0.2198 2515.682 0.9998
