 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -8.2872 2.0324 0.0519 -12.1466 -4.3043 1651.8515 1.0001
w_n_t_1 1.4696 1.3251 0.0269 -0.8346 4.4655 2140.9941 0.9997
w_a_t_1 3.804 1.158 0.0217 1.5661 6.1585 2532.8771 0.9997
w_d_t_1 -2.404 0.6422 0.0129 -3.6441 -1.1605 2620.4889 0.9999
w_c_t_1 5.2536 3.0336 0.0798 -0.7929 11.0214 1452.532 1.0001
y_c_t_1 -0.2182 2.8502 0.0609 -5.5024 5.6112 1851.3564 0.9998
Node -0.7937 0.9469 0.0206 -2.7491 0.9461 1934.2774 0.9998
Under_Supply 0.1842 2.3262 0.071 -4.3262 4.7426 1010.1204 1.0007
Flow -3.0619 3.2297 0.0913 -9.3201 3.2097 1164.4423 1.0007
Arc 0.3791 0.5913 0.0105 -0.7658 1.5409 2592.2763 0.9997
