 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -11.3587 1.8658 0.0437 -14.8036 -7.745 1750.3411 1.0006
w_n_t_1 1.4015 0.5327 0.0107 0.3894 2.4843 2583.858 0.9997
w_a_t_1 -1.2739 0.5688 0.0092 -2.4428 -0.2361 2704.8453 1.0006
w_d_t_1 3.8181 1011.6833 19.1804 -1881.4208 2106.4287 2624.8838 1.0012
w_c_t_1 10.0295 3.3535 0.0902 3.4861 16.3776 1360.0792 1.0012
y_c_t_1 2.4931 2.7485 0.0667 -3.078 7.6733 1631.9908 1.0
Node -0.1537 0.7678 0.0221 -1.6987 1.3035 1258.4479 0.9997
Under_Supply -3.8924 2.0052 0.0608 -7.9655 -0.1082 987.1977 1.0
Flow 1.3416 2.7747 0.089 -4.0559 6.8245 955.3883 0.9998
Arc -0.0087 0.4375 0.0102 -0.8439 0.8563 1860.8841 0.9998
