 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -2.2298 0.996 0.02 -4.3506 -0.4135 2302.0799 1.0001
w_n_t_1 1.5575 0.441 0.0071 0.7135 2.4025 3571.5032 0.9997
w_a_t_1 1.1574 0.3525 0.0057 0.4834 1.8447 3043.1761 0.9998
w_d_t_1 3.9565 994.5477 16.0889 -1937.7486 1939.9208 3741.5416 0.9998
w_c_t_1 3.5183 2.0164 0.0485 -0.1176 7.6586 1752.6093 0.9997
y_c_t_1 -0.3468 1.8967 0.0428 -4.0659 3.3278 1953.7828 0.9999
Node -0.6895 0.4475 0.011 -1.5559 0.1627 1794.2204 0.9997
Under_Supply -5.538 1.6022 0.0501 -8.8539 -2.5415 1030.256 1.0
Flow 1.8129 1.8953 0.0549 -1.5134 5.839 1273.9589 1.0002
Arc -0.4141 0.3297 0.0057 -1.0975 0.2258 3071.2421 0.9997
