 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -7.4024 0.2701 0.0052 -7.9311 -6.8998 2737.2605 0.9999
Rc 12.2296 0.3311 0.0052 11.5525 12.8443 2895.3034 1.0004
w_n_t_1 -0.8864 0.1913 0.0036 -1.2548 -0.5188 2428.9734 0.9997
w_a_t_1 2.7905 0.1599 0.003 2.4955 3.1094 2348.6798 0.9997
w_d_t_1 -1.0006 0.0658 0.0012 -1.1202 -0.8632 3060.1782 0.9997
w_c_t_1 7.151 0.4835 0.0113 6.2899 8.1453 1829.8349 0.9997
y_c_t_1 -0.6625 0.4364 0.0093 -1.5174 0.1703 1955.8149 0.9997
Node -1.6388 0.1736 0.0035 -1.9668 -1.2845 2325.9266 1.0002
Under_Supply -5.8025 0.28 0.0068 -6.3573 -5.2448 1621.1809 1.0
Flow 2.7833 0.3915 0.0082 2.0696 3.5863 1894.0474 0.9998
Arc -0.9586 0.1377 0.0027 -1.2204 -0.6782 2386.1989 1.0005
