 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -3.0422 0.212 0.0062 -3.4358 -2.6014 1209.5755 1.0003
Rc 25.7184 0.5214 0.0084 24.7163 26.77 3074.8956 0.9997
w_n_t_1 1.7264 0.0966 0.0023 1.5477 1.9282 1849.9946 0.9997
w_a_t_1 1.1517 0.0909 0.0019 0.9843 1.3447 2134.3175 1.0011
w_d_t_1 -15.0277 996.323 17.2431 -1931.8557 2011.203 3119.2658 0.9998
w_c_t_1 0.4622 0.2676 0.0069 -0.0292 0.991 1387.1767 0.9997
y_c_t_1 1.0946 0.2351 0.0048 0.6366 1.562 1999.1004 1.0005
Node 0.1375 0.1049 0.0018 -0.0712 0.3388 2821.5321 0.9998
Under_Supply -4.5899 0.2072 0.0059 -4.9975 -4.1932 1168.8813 0.9999
Flow 0.7533 0.1505 0.0032 0.437 1.0298 2058.6002 0.9997
Arc 0.5368 0.087 0.0015 0.3675 0.7079 3014.7876 0.9999
