 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -7.7208 0.2623 0.0062 -8.2447 -7.2285 1730.9415 0.9998
Rc 9.1932 0.2216 0.0047 8.7569 9.6175 2131.9498 0.9999
w_n_t_1 1.9761 0.1304 0.0024 1.7323 2.2439 2908.7892 1.0004
w_a_t_1 3.4687 0.1201 0.0023 3.2383 3.7014 2677.5684 0.9997
w_d_t_1 -25.9572 1040.2173 16.759 -2035.4009 2077.9849 3555.8179 0.9998
w_c_t_1 4.9776 0.6143 0.0156 3.796 6.1352 1304.8771 1.0
y_c_t_1 -2.3875 0.5114 0.0115 -3.3757 -1.4204 1697.7635 0.9998
Node -0.6872 0.1573 0.0034 -0.9901 -0.3688 2219.4765 1.0003
Under_Supply -2.7808 0.2149 0.0051 -3.1954 -2.3611 1454.1654 1.0005
Flow -0.303 0.2834 0.007 -0.8289 0.2512 1598.2447 1.0007
Arc 0.012 0.126 0.0024 -0.2291 0.2635 2549.4495 0.9998
