 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -5.0758 0.192 0.0039 -5.4489 -4.7023 2688.1321 1.0
Rc 11.0962 0.283 0.0054 10.5493 11.6672 2810.8319 0.9997
w_n_t_1 0.8443 0.1238 0.0022 0.6232 1.098 2715.9348 0.9997
w_a_t_1 2.796 0.1189 0.002 2.5674 3.0223 2620.3378 0.9997
w_d_t_1 25.7257 987.3868 15.3169 -2042.6176 1873.7638 3399.4049 0.9997
w_c_t_1 3.342 0.4043 0.0086 2.5267 4.1182 2359.7068 0.9998
y_c_t_1 -2.0985 0.3766 0.0078 -2.8187 -1.3558 2732.0547 0.9997
Node -1.8535 0.1527 0.003 -2.1495 -1.5668 2612.1271 1.0004
Under_Supply -6.4827 0.2303 0.0054 -6.9411 -6.0356 1806.8032 0.9998
Flow 2.9799 0.3271 0.0079 2.3819 3.6343 1843.8515 0.9998
Arc -0.6418 0.1197 0.0025 -0.8809 -0.4182 2327.2544 0.9997
