 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept 1.2153 0.1839 0.004 0.8702 1.5927 1733.046 1.0002
Rc 16.5668 0.3771 0.0067 15.8112 17.2889 2724.4824 0.9997
w_n_t_1 1.2075 0.1298 0.0024 0.9706 1.4768 3132.0932 1.0
w_a_t_1 2.8731 0.1282 0.0029 2.626 3.1264 1812.7403 1.0016
w_d_t_1 8.5133 1007.3665 17.2293 -1922.004 2101.0386 3609.2216 0.9998
w_c_t_1 -1.7839 0.332 0.0079 -2.4298 -1.1506 1756.4091 0.9997
y_c_t_1 -2.566 0.3316 0.0078 -3.2907 -1.9543 1650.2419 1.0
Node -0.0282 0.0931 0.0018 -0.2108 0.1532 2288.2953 1.0007
Under_Supply -5.3814 0.183 0.0042 -5.7385 -5.0094 1502.6367 1.0002
Flow 0.712 0.1212 0.0026 0.4827 0.948 2222.9031 0.9998
Arc -0.1267 0.0793 0.0015 -0.2723 0.0313 2401.1286 1.0013
