 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -11.5506 0.3097 0.008 -12.1579 -10.9362 1686.1164 0.9997
Rc 3.9284 0.1628 0.0039 3.6066 4.2397 1936.5056 0.9999
w_n_t_1 0.4089 0.1555 0.0031 0.1074 0.7102 2757.7915 1.0006
w_a_t_1 1.4367 0.1144 0.0023 1.2321 1.6729 2812.1449 0.9997
w_d_t_1 -9.2631 1009.7483 17.7985 -2055.4825 1888.2587 3354.4845 0.9997
w_c_t_1 8.6183 0.6725 0.0201 7.3685 9.9764 1187.8973 0.9998
y_c_t_1 -3.8393 0.5756 0.016 -4.9467 -2.7065 1370.7614 0.9997
Node -1.3263 0.1953 0.0047 -1.7225 -0.9631 1824.8311 0.9998
Under_Supply -1.5554 0.2488 0.0071 -2.0536 -1.0861 1268.2399 1.0003
Flow 4.6837 0.3787 0.0116 3.9042 5.3741 1188.7375 1.0003
Arc 1.0976 0.1529 0.0033 0.8065 1.3982 2073.8899 0.9997
