 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -0.6084 0.167 0.0041 -0.9266 -0.2685 1531.7183 1.0003
Rc 13.4774 0.2938 0.0057 12.9312 14.0586 2561.0467 0.9997
w_n_t_1 0.2836 0.1141 0.0021 0.063 0.5065 2413.3597 0.9998
w_a_t_1 2.8621 0.1192 0.0024 2.6204 3.0859 2338.8916 0.9997
w_d_t_1 -0.8241 0.0763 0.0013 -0.9656 -0.6675 3134.7011 0.9997
w_c_t_1 -0.9092 0.342 0.0085 -1.6227 -0.2916 1626.4029 0.9997
y_c_t_1 -1.9401 0.3246 0.0075 -2.5908 -1.3159 1743.5098 0.9997
Node -0.0645 0.0872 0.002 -0.2411 0.0986 2056.0487 1.0004
Under_Supply -2.7416 0.1479 0.0038 -3.023 -2.4509 1410.8651 1.0002
Flow 0.4577 0.1109 0.0021 0.2445 0.6857 2632.9048 0.9997
Arc 0.1156 0.0769 0.0016 -0.0401 0.2573 1973.6979 0.9998
