 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -15.8177 0.4841 0.0107 -16.7875 -14.9019 1976.8446 0.9999
Rc 15.9077 0.5077 0.0112 14.9165 16.8856 1945.0308 1.0002
w_n_t_1 1.3321 0.1709 0.003 1.0068 1.6745 2646.7446 1.0
w_a_t_1 1.577 0.1525 0.003 1.2697 1.8615 2407.2318 1.0003
w_d_t_1 9.5226 1004.0979 18.6382 -1926.6129 2000.7573 3101.7864 0.9998
w_c_t_1 12.4262 0.7476 0.0181 11.0638 13.9669 1796.9302 0.9998
y_c_t_1 2.1243 0.5404 0.0129 1.0995 3.2483 2188.5193 1.0002
Node -4.0796 0.3237 0.0083 -4.7046 -3.4428 1515.6159 0.9998
Under_Supply -10.5808 0.4973 0.0143 -11.5348 -9.5963 1254.0603 0.9998
Flow 4.8278 0.7298 0.0221 3.4163 6.2438 1112.2381 1.0001
Arc -1.9986 0.1979 0.0048 -2.37 -1.5955 1788.3233 0.9997
