 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -8.7758 0.2386 0.0045 -9.2621 -8.3352 2546.2704 1.0
Rc 6.3841 0.1826 0.0035 6.0383 6.7461 2728.3127 0.9997
w_n_t_1 0.4125 0.1465 0.0029 0.1164 0.6914 2733.4681 1.0006
w_a_t_1 2.9882 0.1202 0.0023 2.7656 3.2337 2560.5823 1.0003
w_d_t_1 5.3066 1007.3033 16.398 -2055.0271 1901.658 3508.0929 0.9997
w_c_t_1 2.7928 0.3975 0.0083 2.0405 3.5969 2050.3517 0.9997
y_c_t_1 2.0032 0.3835 0.0077 1.2339 2.7073 2041.9361 0.9997
Node -0.2893 0.1408 0.0029 -0.553 0.0063 2562.6808 0.9997
Under_Supply -1.027 0.1987 0.0043 -1.4142 -0.6511 2114.7157 1.0005
Flow 0.21 0.2663 0.0058 -0.3161 0.7205 2333.5759 1.0008
Arc 0.4283 0.1212 0.0019 0.1942 0.6694 2862.3479 1.0001
