 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -0.8083 0.1997 0.0046 -1.2095 -0.4373 1600.9876 1.0002
Rc 14.1054 0.3429 0.0068 13.4605 14.8101 2368.7668 0.9997
w_n_t_1 2.6471 0.1315 0.003 2.3946 2.9086 2134.253 0.9998
w_a_t_1 2.9139 0.1361 0.0027 2.6409 3.1699 2521.534 1.0002
w_d_t_1 13.8272 1006.0461 20.6525 -1863.0001 2062.5399 2578.3067 0.9997
w_c_t_1 0.2584 0.4186 0.009 -0.5754 1.0572 1800.5894 0.9997
y_c_t_1 -2.9496 0.3996 0.0076 -3.7039 -2.1418 2185.1548 0.9998
Node -0.625 0.0895 0.0021 -0.7971 -0.4516 2331.2391 1.001
Under_Supply -3.9543 0.1969 0.0048 -4.3238 -3.5729 1359.5899 0.9999
Flow 1.207 0.1128 0.0027 0.9799 1.419 1942.7428 0.9997
Arc 0.0966 0.0769 0.0019 -0.0484 0.2458 1709.7795 1.0001
