 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -5.1518 0.4062 0.0079 -5.9149 -4.3528 2048.7359 1.0
Rc 55.8961 1.3611 0.0232 53.2324 58.5181 3182.8184 1.0
w_n_t_1 -0.4484 0.1121 0.0022 -0.6802 -0.2473 3256.8456 0.9997
w_a_t_1 0.015 0.0995 0.0016 -0.1822 0.204 3663.5542 0.9997
w_d_t_1 -3.0022 998.8572 17.9762 -2146.238 1832.1542 3357.2814 1.0
w_c_t_1 3.2997 0.5062 0.0104 2.2761 4.2908 2049.2138 0.9999
y_c_t_1 -0.3086 0.4743 0.0092 -1.315 0.5702 2008.3923 0.9997
Node 0.3363 0.1053 0.002 0.1299 0.5393 2844.1225 0.9997
Under_Supply 0.4887 0.3926 0.0077 -0.2784 1.2293 1977.6935 1.0
Flow 0.6923 0.125 0.0024 0.4525 0.9377 2571.3747 0.9999
Arc 0.4171 0.096 0.0018 0.2386 0.6083 3174.0017 0.9997
