 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -39.3508 1.2691 0.0274 -41.877 -36.9181 1536.8676 1.0
Rc 24.4656 0.8001 0.0174 22.9751 26.0657 1683.2489 1.0018
w_n_t_1 0.3526 0.2239 0.0037 -0.0618 0.8033 3224.869 1.0002
w_a_t_1 0.9115 0.1884 0.0035 0.5594 1.2743 2458.0419 1.0005
w_d_t_1 44.0783 1010.1778 15.2881 -1945.6153 2026.5358 3379.1753 1.0002
w_c_t_1 28.4075 1.5505 0.0388 25.4756 31.44 1404.8641 0.9997
y_c_t_1 13.725 1.107 0.0247 11.6371 15.9392 1868.8679 1.0003
Node -2.4118 0.4084 0.0096 -3.2268 -1.646 1499.5288 1.0024
Under_Supply -6.2068 0.6081 0.0154 -7.3752 -5.0462 1272.6024 1.0017
Flow -0.4316 0.8766 0.023 -2.1042 1.2284 1208.8649 1.0025
Arc -0.85 0.2425 0.005 -1.2972 -0.3476 1872.934 1.0004
