 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -3.1856 0.1506 0.0031 -3.4831 -2.8974 1832.2657 0.9997
Rc 7.627 0.1923 0.0037 7.2669 8.0099 2759.539 1.0004
w_n_t_1 0.5896 0.0744 0.0015 0.4424 0.7296 2885.9288 1.0013
w_a_t_1 1.1713 0.0751 0.0013 1.0259 1.3171 2750.364 1.0
w_d_t_1 -10.2639 1003.7389 17.7358 -1876.9599 1980.1174 3010.4497 0.9997
w_c_t_1 2.0636 0.3903 0.008 1.3054 2.8318 1776.6045 0.9997
y_c_t_1 0.3511 0.3558 0.0067 -0.3618 1.0399 2062.996 0.9998
Node -0.0117 0.0845 0.0018 -0.1807 0.1532 2493.2655 1.0005
Under_Supply -2.4703 0.1407 0.0031 -2.7421 -2.1955 1743.0912 0.9999
Flow 0.6754 0.1311 0.003 0.4253 0.939 2270.3663 0.9997
Arc -0.1395 0.0784 0.0015 -0.2905 0.0146 2694.77 1.0
