 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -23.5569 0.6775 0.0191 -24.8893 -22.2961 1461.9951 1.0001
Rc 19.9026 0.605 0.0123 18.7553 21.1173 2028.8779 0.9997
w_n_t_1 -1.1477 0.1924 0.0045 -1.5126 -0.7583 1949.8411 1.0001
w_a_t_1 0.2694 0.2114 0.0036 -0.1501 0.6628 3055.4544 0.9997
w_d_t_1 7.5545 977.0727 15.3994 -1973.0526 1835.6033 3264.7653 0.9997
w_c_t_1 21.615 0.9278 0.0251 19.7649 23.4172 1580.5144 0.9997
y_c_t_1 6.0235 0.6667 0.0144 4.673 7.3095 1758.9518 0.9998
Node -3.7482 0.32 0.007 -4.3487 -3.1113 1776.2077 1.0013
Under_Supply -9.827 0.4993 0.0126 -10.7748 -8.8344 1441.628 1.0001
Flow 2.9181 0.6449 0.0143 1.5859 4.1115 1581.9151 1.0007
Arc -1.3335 0.2043 0.0041 -1.7344 -0.9423 2208.6668 0.9997
