 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -12.306 0.329 0.0073 -12.9742 -11.6928 1696.0147 0.9999
Rc 3.7918 0.1538 0.0037 3.4684 4.075 1937.2802 0.9999
w_n_t_1 0.4302 0.1396 0.0026 0.1537 0.7027 2647.5109 0.9997
w_a_t_1 1.8046 0.122 0.0025 1.569 2.0517 2171.7734 0.9997
w_d_t_1 0.5626 1010.9618 14.4035 -1959.6985 1964.9904 3947.5414 0.9997
w_c_t_1 5.7751 0.7022 0.0206 4.4391 7.1347 950.5131 1.0
y_c_t_1 0.366 0.5975 0.0164 -0.7211 1.6359 1136.1411 0.9999
Node -0.9883 0.1819 0.0045 -1.3627 -0.6565 1769.3149 0.9997
Under_Supply -1.6788 0.2468 0.0075 -2.1961 -1.2314 1105.7576 1.0003
Flow 4.3981 0.3598 0.0102 3.6565 5.0609 1408.0421 0.9998
Arc 1.192 0.1387 0.003 0.9298 1.4758 2189.4648 1.0005
