 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -2.5077 0.1925 0.0039 -2.8546 -2.115 2058.0022 0.9998
Rc 13.5093 0.3101 0.0063 12.8857 14.0875 2566.5861 0.9997
w_n_t_1 2.1685 0.1121 0.002 1.9481 2.3913 3132.1017 1.0001
w_a_t_1 3.6927 0.1273 0.0028 3.4336 3.9287 2572.498 1.0002
w_d_t_1 13.7413 1020.2265 16.619 -1954.1816 2017.3629 3564.5381 0.9998
w_c_t_1 1.3982 0.45 0.0092 0.5047 2.2228 2101.9505 0.9998
y_c_t_1 -2.5957 0.4099 0.008 -3.3787 -1.7804 2295.4353 0.9999
Node -1.1976 0.1269 0.0025 -1.4437 -0.953 2692.5371 0.9997
Under_Supply -7.5995 0.2144 0.0044 -8.0316 -7.1968 1996.8789 0.9997
Flow 2.2523 0.2247 0.005 1.8205 2.6936 2389.3954 0.9997
Arc -0.4017 0.1045 0.0018 -0.5962 -0.1906 2724.9293 0.9998
