 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept 0.8677 0.1414 0.0029 0.585 1.1371 2142.3253 1.0
Rc 13.4211 0.2666 0.0056 12.9053 13.9391 2528.784 1.0001
w_n_t_1 1.021 0.0754 0.0012 0.8772 1.1708 3047.5419 0.9997
w_a_t_1 2.0912 0.0796 0.0017 1.9388 2.2515 2165.9162 1.0011
w_d_t_1 10.3473 986.3262 16.5435 -1976.8156 1839.3498 3433.7785 0.9998
w_c_t_1 -1.3441 0.2967 0.0061 -1.9719 -0.8052 1955.1197 0.9999
y_c_t_1 -1.453 0.2926 0.0059 -1.9903 -0.8745 2010.6298 0.9997
Node -0.8128 0.0946 0.002 -0.9971 -0.6285 2330.6813 0.9999
Under_Supply -6.4259 0.1539 0.0034 -6.7336 -6.1348 1775.6595 1.0025
Flow 1.3638 0.1309 0.0026 1.1189 1.6193 2752.8503 1.0018
Arc 0.0053 0.0804 0.0016 -0.1507 0.1647 2543.3879 1.0004
