 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -6.8889 0.2791 0.0066 -7.4329 -6.3495 1964.5734 1.0008
Rc 8.3007 0.2364 0.0046 7.8466 8.7887 2154.7662 0.9999
w_n_t_1 1.5206 0.1461 0.0024 1.2406 1.8167 3036.9634 0.9999
w_a_t_1 3.8165 0.1258 0.0023 3.5497 4.0527 2633.8867 1.0001
w_d_t_1 -15.2757 982.2123 16.7653 -1892.2212 1913.1219 3480.3397 1.0005
w_c_t_1 3.2412 0.6177 0.0174 1.986 4.425 1323.4514 1.0015
y_c_t_1 -2.415 0.5213 0.0122 -3.447 -1.4346 1805.9476 1.0006
Node -1.1385 0.1723 0.0047 -1.4777 -0.8061 1860.9403 0.9997
Under_Supply -4.3773 0.2511 0.0083 -4.8567 -3.8755 933.8171 0.9998
Flow 1.482 0.3641 0.0114 0.7597 2.1774 1255.7026 0.9998
Arc 0.0268 0.1352 0.0031 -0.2278 0.297 2063.9173 0.9997
