 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept 0.0999 0.2206 0.0058 -0.2965 0.5546 1258.2764 1.0015
Rc 15.8236 0.3893 0.0082 15.0901 16.6006 2541.8049 1.0002
w_n_t_1 1.4361 0.132 0.0025 1.1826 1.7005 2915.6556 0.9997
w_a_t_1 2.7736 0.1446 0.003 2.4919 3.0537 2503.2082 0.9997
w_d_t_1 -1.599 0.0576 0.0011 -1.713 -1.4908 2785.538 1.0
w_c_t_1 -0.0996 0.3396 0.0077 -0.7332 0.5558 1859.6065 0.9997
y_c_t_1 -0.6714 0.3552 0.0081 -1.3628 0.001 1799.0735 0.9997
Node -0.1159 0.0871 0.0019 -0.2881 0.0534 1835.3805 1.0005
Under_Supply -4.1548 0.2187 0.0059 -4.5778 -3.7244 1283.0061 1.0005
Flow 1.2587 0.1102 0.0021 1.042 1.4722 2370.3495 1.0018
Arc 0.2176 0.0789 0.0016 0.0558 0.3623 2306.6825 1.0003
