 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -20.7931 0.5616 0.0126 -21.9454 -19.7553 1529.6231 1.0001
Rc 14.7577 0.451 0.0097 13.8598 15.6192 1785.0353 0.9997
w_n_t_1 0.2096 0.1274 0.0029 -0.0286 0.4681 2310.4247 0.9997
w_a_t_1 -0.0148 0.1117 0.0023 -0.2413 0.1949 2920.7874 0.9997
w_d_t_1 34.7314 983.0448 17.1621 -2059.5573 1841.9128 3325.6522 1.0002
w_c_t_1 14.3102 0.862 0.0207 12.6302 15.9619 1466.6615 1.0009
y_c_t_1 8.2732 0.6646 0.0144 6.9786 9.5499 2177.7452 1.0014
Node -2.6605 0.2621 0.0068 -3.1952 -2.1686 1464.7793 0.9999
Under_Supply -6.1836 0.4147 0.0118 -7.02 -5.3734 1142.1001 0.9997
Flow 3.5664 0.6257 0.0173 2.1778 4.6773 1195.3506 1.0001
Arc -1.235 0.1817 0.0037 -1.6096 -0.8969 2004.4994 1.0001
