 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -45.9618 1.3668 0.0301 -48.7225 -43.3192 1545.9747 0.9997
Rc 25.9779 0.7936 0.0174 24.4315 27.4879 1685.5763 0.9997
w_n_t_1 0.0559 0.1005 0.0016 -0.1483 0.2469 3384.4474 0.9997
w_a_t_1 0.3041 0.1056 0.0018 0.1109 0.5235 2964.2852 1.0
w_d_t_1 47.6341 994.8817 15.6191 -2086.5053 1845.1482 3763.0286 0.9999
w_c_t_1 31.9625 1.5032 0.0338 29.1337 34.9679 1640.5692 1.0007
y_c_t_1 17.3745 1.062 0.0228 15.3885 19.5293 1914.9739 1.0015
Node -4.1521 0.3989 0.0094 -4.9599 -3.3865 1577.5372 0.9997
Under_Supply -7.952 0.5933 0.0142 -9.0335 -6.7441 1448.6282 1.0
Flow 2.4178 0.8138 0.0186 0.8027 3.9603 1527.4619 0.9997
Arc -1.0253 0.2159 0.0037 -1.4691 -0.6206 2349.9037 0.9998
