 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -4.6438 0.2057 0.0041 -5.0359 -4.2303 2190.4634 1.0002
Rc 11.9469 0.2636 0.0043 11.4196 12.4567 3560.2333 0.9997
w_n_t_1 0.2951 0.1273 0.0021 0.0421 0.5331 2777.4975 0.9999
w_a_t_1 3.1609 0.1096 0.0021 2.9513 3.3764 2608.0062 0.9998
w_d_t_1 -9.9763 1027.1455 19.0703 -2047.6141 1915.4018 3275.1873 0.9997
w_c_t_1 2.9822 0.4716 0.0099 2.1242 3.9643 1906.4659 1.0019
y_c_t_1 -0.0267 0.398 0.0081 -0.8353 0.7314 2111.0512 1.0019
Node -1.2803 0.1151 0.0022 -1.5037 -1.0515 2857.5613 0.9997
Under_Supply -5.7163 0.1994 0.0043 -6.0907 -5.3098 1866.3659 0.9998
Flow 2.3582 0.2033 0.0034 1.9637 2.7562 2470.1884 0.9997
Arc -0.0016 0.097 0.0017 -0.1921 0.1851 2600.1842 0.9998
