 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -2.2106 0.1503 0.0031 -2.499 -1.9123 2259.8856 0.9998
Rc 12.4222 0.2702 0.0045 11.933 12.9809 2759.7562 0.9998
w_n_t_1 2.3465 0.1149 0.0024 2.125 2.5743 2320.2869 1.0002
w_a_t_1 3.2283 0.1167 0.0021 2.9955 3.4563 2554.6026 0.9999
w_d_t_1 -0.804 0.0812 0.0016 -0.9683 -0.657 2596.1167 0.9997
w_c_t_1 -0.6131 0.3762 0.0098 -1.3537 0.1194 1675.0811 0.9997
y_c_t_1 -1.6445 0.3296 0.0067 -2.2784 -1.0032 2014.5277 0.9998
Node -1.3746 0.1246 0.0026 -1.6061 -1.1271 2061.0144 1.0006
Under_Supply -6.3246 0.1862 0.0049 -6.6928 -5.979 1584.5969 1.0004
Flow 1.8084 0.2022 0.0044 1.3971 2.185 1852.0679 1.0004
Arc -0.3223 0.1044 0.0021 -0.5354 -0.1276 2598.5309 0.9998
