 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -8.9832 0.3887 0.008 -9.7753 -8.255 1940.1751 1.0004
Rc 14.2212 0.4285 0.0088 13.4018 15.0387 2405.5617 0.9997
w_n_t_1 0.4195 0.1488 0.0028 0.1259 0.7066 2779.8188 1.0003
w_a_t_1 1.7064 0.1194 0.0024 1.4812 1.9362 2112.3574 1.0007
w_d_t_1 26.8137 994.216 16.4431 -1959.7353 1824.1034 3171.915 0.9997
w_c_t_1 3.8348 0.47 0.0099 2.9193 4.753 2114.6199 1.0001
y_c_t_1 3.5005 0.3924 0.0082 2.7616 4.3012 2386.4542 1.0004
Node -4.6095 0.2456 0.0054 -5.0797 -4.1277 1850.654 0.9997
Under_Supply -11.4689 0.3549 0.0083 -12.1304 -10.7701 1715.9347 1.0004
Flow 5.4276 0.5726 0.0142 4.253 6.5217 1425.2324 0.9997
Arc -2.0482 0.1647 0.0032 -2.3494 -1.7165 2271.1766 0.9998
