 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -4.9002 0.2115 0.0051 -5.3059 -4.4787 1522.3243 1.0005
Rc 23.7284 0.4896 0.0091 22.7946 24.6742 3018.4262 1.0003
w_n_t_1 0.8441 0.1402 0.0028 0.5717 1.1167 2239.7969 1.001
w_a_t_1 1.4008 0.1556 0.0029 1.0745 1.6942 2334.9923 0.9997
w_d_t_1 -30.4106 962.056 16.2216 -1880.8115 1834.2495 3418.0914 1.0004
w_c_t_1 2.6092 0.2949 0.0069 2.0242 3.1746 1610.1125 1.0029
y_c_t_1 0.5475 0.2764 0.006 0.0217 1.0952 2080.8182 1.0004
Node 0.1024 0.0967 0.0019 -0.0858 0.294 2172.7573 1.0004
Under_Supply -2.2993 0.1878 0.0044 -2.7019 -1.9674 1530.3988 0.9999
Flow 0.3719 0.1355 0.0028 0.1092 0.6376 2069.9415 0.9997
Arc 0.555 0.0827 0.0016 0.3833 0.7039 2316.2093 1.0
