 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -0.2111 0.155 0.0034 -0.5043 0.0891 1875.677 1.0001
Rc 14.1761 0.2863 0.0057 13.6308 14.7371 2458.7164 0.9999
w_n_t_1 1.8089 0.1223 0.0024 1.5665 2.0472 2775.71 0.9997
w_a_t_1 2.7696 0.1228 0.0023 2.5288 3.0096 2792.0884 0.9997
w_d_t_1 19.5707 1027.4544 18.371 -1949.1491 1998.7231 3190.0369 0.9997
w_c_t_1 -1.0931 0.3732 0.0093 -1.8079 -0.3386 1636.8988 0.9999
y_c_t_1 -1.3126 0.3509 0.0078 -1.9929 -0.6438 2102.4124 0.9997
Node -0.6084 0.1131 0.0023 -0.8247 -0.3818 2733.7506 0.9997
Under_Supply -6.6481 0.1706 0.0038 -6.9925 -6.3295 1568.7572 1.0005
Flow 0.7228 0.1616 0.0031 0.4286 1.0618 2685.1751 0.9997
Arc -0.3907 0.0962 0.002 -0.5724 -0.1992 2162.8722 1.0003
