 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -4.8336 0.1845 0.0039 -5.21 -4.4943 2192.8496 0.9997
Rc 5.5473 0.1684 0.0032 5.2205 5.8722 2317.2341 0.9997
w_n_t_1 -0.0363 0.1259 0.0023 -0.2889 0.1992 2438.6288 0.9997
w_a_t_1 3.5745 0.1141 0.002 3.3514 3.7963 2460.4142 0.9999
w_d_t_1 12.4899 1016.6675 17.296 -2003.4942 1971.9378 3303.9687 0.9997
w_c_t_1 0.7554 0.351 0.0075 0.0477 1.413 1928.3557 0.9997
y_c_t_1 -3.0371 0.3333 0.0061 -3.6865 -2.3662 2206.5372 0.9997
Node -1.3138 0.1384 0.0028 -1.5856 -1.0414 2132.7819 0.9998
Under_Supply -4.1267 0.2074 0.0047 -4.5512 -3.7406 1624.2414 0.9997
Flow 4.0453 0.2948 0.0072 3.4767 4.5994 1557.3199 0.9998
Arc 0.3908 0.1149 0.0025 0.1575 0.6101 2207.2191 0.9997
