 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -13.4515 0.395 0.0087 -14.2016 -12.6549 1808.0609 0.9998
Rc 17.3789 0.5252 0.0098 16.3474 18.3622 2920.6169 0.9997
w_n_t_1 0.9016 0.13 0.0019 0.6597 1.161 3990.5697 0.9999
w_a_t_1 0.895 0.1177 0.002 0.6564 1.1093 3699.6364 0.9997
w_d_t_1 -0.5946 0.1473 0.0022 -0.8715 -0.3073 4577.692 0.9997
w_c_t_1 11.7563 0.6391 0.0141 10.5695 13.0662 1846.8672 0.9999
y_c_t_1 2.095 0.5079 0.0109 1.0726 3.0652 2154.8491 1.0004
Node -4.3392 0.297 0.0062 -4.9342 -3.7731 1848.7283 0.9997
Under_Supply -12.0729 0.4743 0.0114 -13.0512 -11.1825 1443.26 1.001
Flow 5.1471 0.6387 0.0155 3.9469 6.4674 1405.4128 1.0005
Arc -1.9095 0.1839 0.0036 -2.2434 -1.5376 2246.6436 1.0013
