 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -3.3167 0.1643 0.003 -3.6213 -2.9748 2459.0685 0.9997
Rc 11.664 0.2572 0.0052 11.1393 12.1246 2514.6442 0.9999
w_n_t_1 1.4377 0.1298 0.0025 1.186 1.6814 2960.9493 0.9998
w_a_t_1 4.047 0.1406 0.0029 3.7644 4.3113 2233.405 0.9998
w_d_t_1 -15.685 1013.631 18.9613 -2064.6905 1927.8059 3145.4888 1.0005
w_c_t_1 2.0124 0.3973 0.0083 1.2098 2.7761 1876.4309 1.0
y_c_t_1 -3.7168 0.3852 0.0077 -4.4972 -2.9806 1940.1956 0.9999
Node -1.3658 0.1432 0.0029 -1.673 -1.1119 2229.0409 0.9997
Under_Supply -6.1031 0.1795 0.0037 -6.4436 -5.7569 2097.7324 1.0002
Flow 1.308 0.2237 0.005 0.8528 1.7238 2118.9089 1.0011
Arc -0.1503 0.1155 0.0021 -0.377 0.0769 2431.05 1.0
