 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -0.9023 0.1646 0.0044 -1.2109 -0.5613 1670.7613 0.9997
Rc 12.7748 0.2661 0.0048 12.2348 13.2713 2753.7597 0.9998
w_n_t_1 0.5985 0.0788 0.0018 0.45 0.7622 2350.1954 0.9997
w_a_t_1 2.5648 0.0828 0.0016 2.4058 2.7256 2372.0594 0.9998
w_d_t_1 4.9104 982.2605 16.9904 -1965.4876 1893.9394 3123.2736 0.9997
w_c_t_1 1.4597 0.3826 0.0103 0.7534 2.2757 1443.5015 0.9997
y_c_t_1 -2.1012 0.3384 0.0086 -2.8245 -1.4792 1632.9655 0.9997
Node -0.5396 0.0889 0.002 -0.7134 -0.3715 2128.8071 1.0003
Under_Supply -5.2116 0.1696 0.0047 -5.5273 -4.8781 1484.3334 0.9997
Flow 1.3735 0.1265 0.0029 1.1326 1.6228 2407.4293 0.9997
Arc -0.2699 0.0785 0.0017 -0.4167 -0.1098 2295.2536 0.9998
