 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -2.9731 0.1603 0.0035 -3.2754 -2.6616 2142.1884 1.0002
Rc 11.9467 0.2679 0.0053 11.4166 12.4647 2339.2615 0.9997
w_n_t_1 1.2528 0.1126 0.0017 1.0378 1.4824 3208.6402 1.0001
w_a_t_1 2.2382 0.1051 0.0022 2.0231 2.4294 2143.1334 0.9997
w_d_t_1 8.8613 1007.3938 17.842 -1916.1341 2034.8606 3028.4669 1.0016
w_c_t_1 1.9673 0.3784 0.0091 1.2823 2.7437 1410.3683 1.0007
y_c_t_1 -2.1803 0.3331 0.0079 -2.8245 -1.5388 1592.2252 1.0
Node -1.7101 0.1349 0.0032 -1.9647 -1.4343 1513.5628 0.9997
Under_Supply -7.2038 0.195 0.005 -7.5967 -6.837 1266.9823 1.0
Flow 2.2874 0.2632 0.0069 1.7768 2.8056 1389.1206 0.9997
Arc -0.3065 0.1022 0.0021 -0.5171 -0.1208 2463.2737 0.9998
