 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -5.8537 0.2229 0.0045 -6.2809 -5.4085 2569.0164 1.0001
Rc 13.1191 0.35 0.0063 12.461 13.8262 2881.7381 0.9998
w_n_t_1 1.1002 0.126 0.0022 0.8753 1.3687 2689.4794 0.9998
w_a_t_1 2.4805 0.1305 0.0024 2.221 2.7233 2640.5832 0.9997
w_d_t_1 -0.8003 0.0826 0.0014 -0.965 -0.6491 3411.8306 0.9997
w_c_t_1 6.0681 0.4491 0.0086 5.2058 6.9453 2066.5653 0.9997
y_c_t_1 -2.9717 0.4187 0.0077 -3.7831 -2.1684 2307.371 0.9997
Node -2.8996 0.1897 0.0037 -3.2858 -2.5399 2248.0789 0.9998
Under_Supply -8.5997 0.2926 0.0065 -9.1547 -8.0298 1739.4208 1.0
Flow 3.7679 0.4296 0.0095 2.938 4.6173 1740.7745 0.9999
Arc -0.6058 0.1399 0.0026 -0.8874 -0.3356 2494.6575 0.9997
