 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -3.1199 0.1735 0.0035 -3.4789 -2.7996 2196.8139 0.9997
Rc 12.7191 0.3209 0.0071 12.1186 13.3545 2148.957 1.0012
w_n_t_1 0.6292 0.1113 0.002 0.4007 0.8348 2655.4168 0.9997
w_a_t_1 2.8748 0.1231 0.0027 2.644 3.114 2199.6692 0.9997
w_d_t_1 -3.7912 980.7769 17.4005 -1874.0476 1940.2244 2632.4135 0.9997
w_c_t_1 3.1686 0.3981 0.0093 2.383 3.9335 1860.0931 0.9997
y_c_t_1 -2.965 0.3861 0.0091 -3.7444 -2.2311 1923.8581 0.9998
Node -2.1482 0.1499 0.0033 -2.4379 -1.8544 1992.9224 0.9999
Under_Supply -8.5895 0.2398 0.0059 -9.0673 -8.1283 1947.8591 1.0
Flow 3.4692 0.3367 0.009 2.7962 4.1 1663.0341 1.0008
Arc -0.7281 0.1203 0.0027 -0.9661 -0.5063 2433.1369 1.0007
