 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -0.7624 0.2438 0.0055 -1.2483 -0.2962 1608.847 0.9997
Rc 28.4027 0.6421 0.0114 27.1474 29.6429 2763.1486 0.9997
w_n_t_1 1.5083 0.1107 0.0023 1.2946 1.7256 2447.3625 0.9998
w_a_t_1 1.6988 0.1199 0.0026 1.4618 1.9298 2093.2857 1.0002
w_d_t_1 -1.0178 0.0834 0.0017 -1.1747 -0.8493 2297.1187 0.9998
w_c_t_1 3.018 0.4431 0.0101 2.1237 3.8564 1751.2405 0.9998
y_c_t_1 -1.0192 0.4335 0.0099 -1.8639 -0.1841 1882.5544 0.9998
Node -0.5427 0.0994 0.0019 -0.7407 -0.353 2452.8827 0.9998
Under_Supply -6.4136 0.2937 0.0069 -7.0447 -5.8919 1557.4793 1.0001
Flow 1.7516 0.1419 0.0029 1.4726 2.0138 2304.6611 0.9999
Arc -0.2324 0.0896 0.0018 -0.3953 -0.048 2657.9435 1.0007
