 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -16.56 0.4316 0.0098 -17.3716 -15.6948 1816.9955 0.9997
Rc 6.2222 0.2167 0.0046 5.7961 6.6527 1746.5146 0.9998
w_n_t_1 -0.2389 0.1596 0.0034 -0.5558 0.0765 2285.6705 1.0002
w_a_t_1 1.4453 0.1199 0.0023 1.2009 1.6626 2433.3698 0.9997
w_d_t_1 -25.1408 1005.5195 18.2045 -1853.3715 2016.049 2999.1108 0.9997
w_c_t_1 13.6165 0.7877 0.0209 12.1209 15.1661 1326.9424 0.9999
y_c_t_1 -0.6973 0.6291 0.0161 -1.9489 0.5291 1536.3043 1.0
Node -0.8557 0.2123 0.0053 -1.2694 -0.4543 1563.3625 1.0007
Under_Supply -0.8413 0.2716 0.0066 -1.3508 -0.3159 1422.3451 0.9999
Flow 2.3059 0.4284 0.0107 1.4903 3.1654 1321.0037 0.9997
Arc 1.6028 0.149 0.0028 1.3357 1.9176 2359.0653 0.9997
