,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
Intercept,0.31952877886498265,0.01778700366837674,0.00029010523343911545,0.28490655621959365,0.3536325511599626,4363.568160501725,0.9997506967001386
nNodes,-0.19351594829343993,0.02337846420882018,0.00044117823854089333,-0.23893275945871678,-0.1489062843890592,2999.5244363604347,0.9998752668148856
Pint,-0.10107834327404959,0.017247735163823733,0.0002855418794977558,-0.134596623328802,-0.06687858894419432,3744.975037353714,1.0000837750757945
Pdam,-0.24454543219375216,0.01801958784187205,0.0002955763828218679,-0.28015516662174034,-0.20939417403151636,4021.4845689651975,0.9999700812378632
ResCap,0.4201096959404795,0.03935439838920037,0.0007019474676122621,0.34435527244807745,0.49474767558010874,2861.343469437732,0.9999170219803827
topoParam,-0.009718552667953607,0.01782437299949351,0.00029343601962519405,-0.04576838974190361,0.023316829701109543,3259.939417027954,0.9997501320849548
nLayers,-0.14530267761201798,0.017962031906824584,0.00024087669734821005,-0.18025426016175902,-0.1097425175746817,5013.035430850404,0.9998022084700958
lam,20.251826597769774,2.5983099174040145,0.036647519067012836,15.354979230049794,25.49693692696159,4573.631304604668,1.000236779039939
