OBJECTID,FID_GasVT,population,Mean,Mode,Cluster,Entropy,Median,StDev,IQR,Area,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,censustractclip_Area,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_,Shape_Length,Shape_Area
98,1,197395,157780,4,4,0.721928095,135908,67021.5762,98824.5,2610878208,209,1400000US47157022220,47,157,22220,222.2,Tract,2.727,75967456,209,1400000US47157022220,47157022220,"Census Tract 222.20, Shelby County, Tennessee",3340,362,29329,34844,0.067754053,21067856
99,1,197395,157780,4,4,0.721928095,135908,67021.5762,98824.5,2610878208,210,1400000US47157022310,47,157,22310,223.1,Tract,2.533,70917208,210,1400000US47157022310,47157022310,"Census Tract 223.10, Shelby County, Tennessee",5891,689,23059,37369,0.072762843,30996774
100,1,197395,157780,4,4,0.721928095,135908,67021.5762,98824.5,2610878208,211,1400000US47157022322,47,157,22322,223.22,Tract,1.602,44816076,212,1400000US47157022322,47157022322,"Census Tract 223.22, Shelby County, Tennessee",3867,438,34674,44066,0.087125083,44816076
101,1,197395,157780,4,4,0.721928095,135908,67021.5762,98824.5,2610878208,212,1400000US47157022330,47,157,22330,223.3,Tract,1.627,45233540,213,1400000US47157022330,47157022330,"Census Tract 223.30, Shelby County, Tennessee",5041,440,33262,40707,0.071411217,30787860
102,1,197395,157780,4,4,0.721928095,135908,67021.5762,98824.5,2610878208,213,1400000US47157022410,47,157,22410,224.1,Tract,5.048,143800240,214,1400000US47157022410,47157022410,"Census Tract 224.10, Shelby County, Tennessee",6916,769,45781,51809,0.133770535,93876120
103,1,197395,157780,4,4,0.721928095,135908,67021.5762,98824.5,2610878208,214,1400000US47157022500,47,157,22500,225,Tract,6.037,168625152,215,1400000US47157022500,47157022500,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776,0.222467125,168625152
104,1,197395,157780,4,4,0.721928095,135908,67021.5762,98824.5,2610878208,215,1400000US47157022600,47,157,22600,226,Tract,15.571,435961248,216,1400000US47157022600,47157022600,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650,0.232436198,355600704
105,1,197395,157780,4,4,0.721928095,135908,67021.5762,98824.5,2610878208,216,1400000US47157980100,47,157,980100,9801,Tract,7.386,205706064,218,1400000US47157980100,47157980100,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0,0.245544089,205706064
106,1,197395,157780,4,4,0.721928095,135908,67021.5762,98824.5,2610878208,221,1400000US47157011010,47,157,11010,110.1,Tract,1.092,30366530,98,1400000US47157011010,47157011010,"Census Tract 110.10, Shelby County, Tennessee",4394,546,35953,48615,0.08304742,30366530
107,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,3,1400000US47157020222,47,157,20222,202.22,Tract,13.44,373894496,112,1400000US47157020222,47157020222,"Census Tract 202.22, Shelby County, Tennessee",3215,327,52106,57192,0.206323384,215967808
108,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,4,1400000US47157020511,47,157,20511,205.11,Tract,1.35,40455344,115,1400000US47157020511,47157020511,"Census Tract 205.11, Shelby County, Tennessee",2110,226,51136,59116,0.096914847,40455344
109,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,5,1400000US47157020523,47,157,20523,205.23,Tract,0.966,27101464,118,1400000US47157020523,47157020523,"Census Tract 205.23, Shelby County, Tennessee",3297,488,27574,35394,0.067545462,27101464
110,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,26,1400000US47157000700,47,157,700,7,Tract,0.964,26835498,6,1400000US47157000700,47157000700,"Census Tract 7, Shelby County, Tennessee",4530,748,26009,38673,0.081234077,26835498
111,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,28,1400000US47157001700,47,157,1700,17,Tract,0.635,17715092,15,1400000US47157001700,47157001700,"Census Tract 17, Shelby County, Tennessee",3778,278,49747,65162,0.052302635,17715092
112,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,29,1400000US47157002600,47,157,2600,26,Tract,0.462,12877299,21,1400000US47157002600,47157002600,"Census Tract 26, Shelby County, Tennessee",2733,230,62536,86810,0.043500371,12877299
113,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,30,1400000US47157002700,47,157,2700,27,Tract,0.524,14508687,22,1400000US47157002700,47157002700,"Census Tract 27, Shelby County, Tennessee",2045,468,40043,54499,0.045618101,13753716
114,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,31,1400000US47157003200,47,157,3200,32,Tract,0.553,15410713,27,1400000US47157003200,47157003200,"Census Tract 32, Shelby County, Tennessee",3696,320,33851,43047,0.031413143,3251206.75
115,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,32,1400000US47157003600,47,157,3600,36,Tract,0.468,13098519,31,1400000US47157003600,47157003600,"Census Tract 36, Shelby County, Tennessee",1767,330,21146,46524,0.028654264,2798775.75
116,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,41,1400000US47157008800,47,157,8800,88,Tract,1.187,33132554,72,1400000US47157008800,47157008800,"Census Tract 88, Shelby County, Tennessee",7304,1020,30180,35121,0.006645253,205201.9688
117,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,44,1400000US47157010210,47,157,10210,102.1,Tract,1.39,38759212,87,1400000US47157010210,47157010210,"Census Tract 102.10, Shelby County, Tennessee",5670,555,27091,37218,0.089201038,38759212
118,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,47,1400000US47157000100,47,157,100,1,Tract,1.616,72285776,1,1400000US47157000100,47157000100,"Census Tract 1, Shelby County, Tennessee",6502,569,70184,106502,0.099633686,43119860
119,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,48,1400000US47157000300,47,157,300,3,Tract,1.109,30970066,3,1400000US47157000300,47157000300,"Census Tract 3, Shelby County, Tennessee",934,149,22024,31391,0.07971589,30970066
120,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,49,1400000US47157000400,47,157,400,4,Tract,0.879,25271346,4,1400000US47157000400,47157000400,"Census Tract 4, Shelby County, Tennessee",1782,291,19360,24972,0.064990674,25271346
121,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,50,1400000US47157000600,47,157,600,6,Tract,1.498,54819752,5,1400000US47157000600,47157000600,"Census Tract 6, Shelby County, Tennessee",1958,315,16814,28726,0.097729374,54819752
122,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,51,1400000US47157000800,47,157,800,8,Tract,0.787,23272338,7,1400000US47157000800,47157000800,"Census Tract 8, Shelby County, Tennessee",2400,302,14861,20658,0.066916719,23272338
123,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,52,1400000US47157000900,47,157,900,9,Tract,0.913,25409478,8,1400000US47157000900,47157000900,"Census Tract 9, Shelby County, Tennessee",2600,400,15620,22580,0.061543536,25409478
124,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,53,1400000US47157001100,47,157,1100,11,Tract,0.676,18916136,9,1400000US47157001100,47157001100,"Census Tract 11, Shelby County, Tennessee",3099,437,26571,35300,0.044365056,8833940
125,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,70,1400000US47157008900,47,157,8900,89,Tract,2.269,66325472,73,1400000US47157008900,47157008900,"Census Tract 89, Shelby County, Tennessee",4514,629,25864,29259,0.094841789,40010700
126,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,74,1400000US47157001300,47,157,1300,13,Tract,0.643,17945354,11,1400000US47157001300,47157001300,"Census Tract 13, Shelby County, Tennessee",3416,508,16629,37489,0.046062201,11286712
127,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,78,1400000US47157009901,47,157,9901,99.01,Tract,6.754,205611328,82,1400000US47157009901,47157009901,"Census Tract 99.01, Shelby County, Tennessee",2982,394,25714,40810,0.338921888,205593424
128,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,79,1400000US47157009902,47,157,9902,99.02,Tract,1.6,44962232,83,1400000US47157009902,47157009902,"Census Tract 99.02, Shelby County, Tennessee",2643,375,25489,48351,0.108307629,44962232
129,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,80,1400000US47157010000,47,157,10000,100,Tract,2.131,59190452,84,1400000US47157010000,47157010000,"Census Tract 100, Shelby County, Tennessee",6940,822,30508,35726,0.110327351,59190452
130,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,81,1400000US47157010110,47,157,10110,101.1,Tract,1.62,45044016,85,1400000US47157010110,47157010110,"Census Tract 101.10, Shelby County, Tennessee",7848,1102,16286,23065,0.099624547,45044016
131,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,82,1400000US47157010120,47,157,10120,101.2,Tract,2.824,80600144,86,1400000US47157010120,47157010120,"Census Tract 101.20, Shelby County, Tennessee",5291,573,23313,28006,0.132869028,80600144
132,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,83,1400000US47157010220,47,157,10220,102.2,Tract,4.047,114683528,88,1400000US47157010220,47157010220,"Census Tract 102.20, Shelby County, Tennessee",7238,708,30196,40041,0.150916953,114683528
133,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,84,1400000US47157010300,47,157,10300,103,Tract,2.166,60519636,89,1400000US47157010300,47157010300,"Census Tract 103, Shelby County, Tennessee",1743,258,22829,31092,0.132200612,60519636
134,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,93,1400000US47157011100,47,157,11100,111,Tract,1.575,43818496,100,1400000US47157011100,47157011100,"Census Tract 111, Shelby County, Tennessee",1602,255,19861,34997,0.094679637,43818496
135,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,94,1400000US47157011200,47,157,11200,112,Tract,0.464,13013904,101,1400000US47157011200,47157011200,"Census Tract 112, Shelby County, Tennessee",1647,241,17622,26550,0.047750534,13013904
136,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,95,1400000US47157011300,47,157,11300,113,Tract,0.732,20581082,102,1400000US47157011300,47157011300,"Census Tract 113, Shelby County, Tennessee",1387,227,18783,30260,0.024670818,3232964.5
137,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,98,1400000US47157001400,47,157,1400,14,Tract,0.473,13176272,12,1400000US47157001400,47157001400,"Census Tract 14, Shelby County, Tennessee",1511,278,17068,23796,0.043045724,13176272
138,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,99,1400000US47157001500,47,157,1500,15,Tract,0.529,14870155,13,1400000US47157001500,47157001500,"Census Tract 15, Shelby County, Tennessee",1519,213,22923,30218,0.0479845,14870155
139,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,100,1400000US47157001600,47,157,1600,16,Tract,1.193,33634280,14,1400000US47157001600,47157001600,"Census Tract 16, Shelby County, Tennessee",3236,311,76071,122298,0.079287736,33634280
140,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,101,1400000US47157001900,47,157,1900,19,Tract,0.357,9895025,16,1400000US47157001900,47157001900,"Census Tract 19, Shelby County, Tennessee",1322,221,25250,29429,0.039515112,9895025
141,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,102,1400000US47157002000,47,157,2000,20,Tract,0.373,10442031,17,1400000US47157002000,47157002000,"Census Tract 20, Shelby County, Tennessee",1840,248,22926,28811,0.04145901,10330134
142,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,103,1400000US47157002100,47,157,2100,21,Tract,0.298,8549448,18,1400000US47157002100,47157002100,"Census Tract 21, Shelby County, Tennessee",1355,198,17609,49767,0.025046854,3034458.25
143,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,104,1400000US47157002400,47,157,2400,24,Tract,0.477,13309610,19,1400000US47157002400,47157002400,"Census Tract 24, Shelby County, Tennessee",2445,280,19873,32953,0.042471623,12006097
144,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,105,1400000US47157002500,47,157,2500,25,Tract,0.628,17500530,20,1400000US47157002500,47157002500,"Census Tract 25, Shelby County, Tennessee",2785,318,31450,56108,0.053325912,17500530
145,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,106,1400000US47157002800,47,157,2800,28,Tract,0.934,26130476,23,1400000US47157002800,47157002800,"Census Tract 28, Shelby County, Tennessee",3213,411,22424,33939,0.051505481,14648973
146,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,108,1400000US47157003000,47,157,3000,30,Tract,0.777,21617776,25,1400000US47157003000,47157003000,"Census Tract 30, Shelby County, Tennessee",3493,398,26271,48152,0.018275458,1154497.625
147,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,109,1400000US47157003100,47,157,3100,31,Tract,1.082,30195822,26,1400000US47157003100,47157003100,"Census Tract 31, Shelby County, Tennessee",3511,361,50962,82300,0.028192507,2062487.75
148,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,111,1400000US47157003400,47,157,3400,34,Tract,0.355,9965540,29,1400000US47157003400,47157003400,"Census Tract 34, Shelby County, Tennessee",2397,311,39643,62099,0.019656845,1785265.75
149,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,114,1400000US47157003800,47,157,3800,38,Tract,0.277,7595320.5,33,1400000US47157003800,47157003800,"Census Tract 38, Shelby County, Tennessee",1128,130,15958,23126,0.011432155,668512.8125
150,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,129,1400000US47157020101,47,157,20101,201.01,Tract,53.273,1844317312,108,1400000US47157020101,47157020101,"Census Tract 201.01, Shelby County, Tennessee",4131,699,30479,60872,0.718982564,1643493632
151,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,130,1400000US47157020102,47,157,20102,201.02,Tract,28.987,808781952,109,1400000US47157020102,47157020102,"Census Tract 201.02, Shelby County, Tennessee",2861,211,61202,78938,0.515220677,803764544
152,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,131,1400000US47157020210,47,157,20210,202.1,Tract,22.494,629388160,110,1400000US47157020210,47157020210,"Census Tract 202.10, Shelby County, Tennessee",5677,462,51863,57902,0.233295665,301442816
153,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,132,1400000US47157020221,47,157,20221,202.21,Tract,20.106,560252800,111,1400000US47157020221,47157020221,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,0.3243946,560252800
154,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,133,1400000US47157020300,47,157,20300,203,Tract,5.964,166616544,113,1400000US47157020300,47157020300,"Census Tract 203, Shelby County, Tennessee",5331,432,36795,50421,0.222312449,151208832
155,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,134,1400000US47157020400,47,157,20400,204,Tract,5.087,142335424,114,1400000US47157020400,47157020400,"Census Tract 204, Shelby County, Tennessee",1329,173,65000,68163,0.080782726,12149201
156,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,135,1400000US47157020512,47,157,20512,205.12,Tract,3.517,102217808,116,1400000US47157020512,47157020512,"Census Tract 205.12, Shelby County, Tennessee",5069,715,26141,46432,0.13678181,102217808
157,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,136,1400000US47157020521,47,157,20521,205.21,Tract,2.983,84043368,117,1400000US47157020521,47157020521,"Census Tract 205.21, Shelby County, Tennessee",3844,530,24336,30036,0.136802634,84043368
158,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,137,1400000US47157020524,47,157,20524,205.24,Tract,1.787,49974500,119,1400000US47157020524,47157020524,"Census Tract 205.24, Shelby County, Tennessee",4587,396,35022,46696,0.093800945,49974500
159,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,138,1400000US47157020531,47,157,20531,205.31,Tract,6.771,189637872,120,1400000US47157020531,47157020531,"Census Tract 205.31, Shelby County, Tennessee",5785,560,43393,50709,0.14993751,138970720
160,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,139,1400000US47157020532,47,157,20532,205.32,Tract,3.014,85482384,121,1400000US47157020532,47157020532,"Census Tract 205.32, Shelby County, Tennessee",5534,597,41604,48055,0.10183864,59600744
161,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,140,1400000US47157020541,47,157,20541,205.41,Tract,1.771,49432104,122,1400000US47157020541,47157020541,"Census Tract 205.41, Shelby County, Tennessee",6001,582,54951,66706,0.063257883,21338094
162,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,141,1400000US47157020542,47,157,20542,205.42,Tract,1.761,49040100,123,1400000US47157020542,47157020542,"Census Tract 205.42, Shelby County, Tennessee",5769,696,26361,33903,0.017429593,1633993.25
163,2,135908,135344.2,4,4,1.370950594,135908,94825.78671,147381.25,5420775936,220,1400000US47157000200,47,157,200,2,Tract,0.408,11892734,2,1400000US47157000200,47157000200,"Census Tract 2, Shelby County, Tennessee",893,177,14451,23112,0.049993583,11683788
164,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,2,1400000US47157011800,47,157,11800,118,Tract,1.483,41451196,107,1400000US47157011800,47157011800,"Census Tract 118, Shelby County, Tennessee",5944,651,37241,48662,0.047382755,10595128
165,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,3,1400000US47157020222,47,157,20222,202.22,Tract,13.44,373894496,112,1400000US47157020222,47157020222,"Census Tract 202.22, Shelby County, Tennessee",3215,327,52106,57192,0.056010526,16077527
166,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,6,1400000US47157020610,47,157,20610,206.1,Tract,2.955,82564896,124,1400000US47157020610,47157020610,"Census Tract 206.10, Shelby County, Tennessee",3759,398,39934,51836,0.121837473,82564896
167,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,7,1400000US47157020633,47,157,20633,206.33,Tract,1.771,49608564,128,1400000US47157020633,47157020633,"Census Tract 206.33, Shelby County, Tennessee",3208,222,76771,103089,0.108938727,49608564
168,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,8,1400000US47157020652,47,157,20652,206.52,Tract,1.248,34937596,135,1400000US47157020652,47157020652,"Census Tract 206.52, Shelby County, Tennessee",4985,435,63495,67824,0.073758712,34937596
169,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,10,1400000US47157021112,47,157,21112,211.12,Tract,2.086,58110844,145,1400000US47157021112,47157021112,"Census Tract 211.12, Shelby County, Tennessee",6377,760,51702,52141,0.097506771,58110844
170,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,11,1400000US47157021135,47,157,21135,211.35,Tract,1.653,45582512,152,1400000US47157021135,47157021135,"Census Tract 211.35, Shelby County, Tennessee",7593,1051,52561,62310,0.088610871,43155156
171,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,12,1400000US47157021140,47,157,21140,211.4,Tract,1.698,49228664,157,1400000US47157021140,47157021140,"Census Tract 211.40, Shelby County, Tennessee",5064,535,73472,80454,0.009244651,299138.7188
172,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,13,1400000US47157021312,47,157,21312,213.12,Tract,0.532,14602244,162,1400000US47157021312,47157021312,"Census Tract 213.12, Shelby County, Tennessee",2155,203,59130,88939,0.056741148,14602244
173,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,15,1400000US47157021420,47,157,21420,214.2,Tract,1.652,46188892,173,1400000US47157021420,47157021420,"Census Tract 214.20, Shelby County, Tennessee",3173,205,101200,127014,0.045075323,9971661
174,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,27,1400000US47157001200,47,157,1200,12,Tract,0.837,23210502,10,1400000US47157001200,47157001200,"Census Tract 12, Shelby County, Tennessee",3908,579,45500,47301,0.06025841,23210502
175,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,38,1400000US47157007200,47,157,7200,72,Tract,0.859,23826330,57,1400000US47157007200,47157007200,"Census Tract 72, Shelby County, Tennessee",2453,199,76607,97667,0.027267292,2867388
176,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,41,1400000US47157008800,47,157,8800,88,Tract,1.187,33132554,72,1400000US47157008800,47157008800,"Census Tract 88, Shelby County, Tennessee",7304,1020,30180,35121,0.072913981,32927220
177,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,42,1400000US47157009400,47,157,9400,94,Tract,0.793,22117984,77,1400000US47157009400,47157009400,"Census Tract 94, Shelby County, Tennessee",3542,331,52443,65677,0.070351264,22117984
178,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,43,1400000US47157009800,47,157,9800,98,Tract,1.39,38571056,81,1400000US47157009800,47157009800,"Census Tract 98, Shelby County, Tennessee",3634,271,36725,46103,0.07592838,38571056
179,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,53,1400000US47157001100,47,157,1100,11,Tract,0.676,18916136,9,1400000US47157001100,47157001100,"Census Tract 11, Shelby County, Tennessee",3099,437,26571,35300,0.042899025,10081387
180,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,58,1400000US47157007300,47,157,7300,73,Tract,0.74,20719780,58,1400000US47157007300,47157007300,"Census Tract 73, Shelby County, Tennessee",4920,563,22143,60293,0.055254131,18621354
181,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,59,1400000US47157007400,47,157,7400,74,Tract,0.654,18146462,59,1400000US47157007400,47157007400,"Census Tract 74, Shelby County, Tennessee",2948,353,42738,55276,0.038921973,8228633.5
182,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,67,1400000US47157008500,47,157,8500,85,Tract,2.517,70225128,69,1400000US47157008500,47157008500,"Census Tract 85, Shelby County, Tennessee",4496,300,112868,176537,0.109260613,70225128
183,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,68,1400000US47157008600,47,157,8600,86,Tract,2.069,57740728,70,1400000US47157008600,47157008600,"Census Tract 86, Shelby County, Tennessee",5929,581,80517,101906,0.095673881,57740728
184,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,69,1400000US47157008700,47,157,8700,87,Tract,1.106,30952006,71,1400000US47157008700,47157008700,"Census Tract 87, Shelby County, Tennessee",4514,495,37151,49394,0.069720382,30952006
185,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,70,1400000US47157008900,47,157,8900,89,Tract,2.269,66325472,73,1400000US47157008900,47157008900,"Census Tract 89, Shelby County, Tennessee",4514,629,25864,29259,0.074866574,26313696
186,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,71,1400000US47157009100,47,157,9100,91,Tract,1.152,32118660,74,1400000US47157009100,47157009100,"Census Tract 91, Shelby County, Tennessee",2907,378,30225,37457,0.070368435,32118660
187,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,72,1400000US47157009200,47,157,9200,92,Tract,2.626,72872120,75,1400000US47157009200,47157009200,"Census Tract 92, Shelby County, Tennessee",7595,484,86583,101049,0.120290636,72872120
188,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,73,1400000US47157009300,47,157,9300,93,Tract,1.239,34470916,76,1400000US47157009300,47157009300,"Census Tract 93, Shelby County, Tennessee",4174,534,50896,75751,0.079852061,30238984
189,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,74,1400000US47157001300,47,157,1300,13,Tract,0.643,17945354,11,1400000US47157001300,47157001300,"Census Tract 13, Shelby County, Tennessee",3416,508,16629,37489,0.037112794,6657701.5
190,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,75,1400000US47157009500,47,157,9500,95,Tract,2.066,57613200,78,1400000US47157009500,47157009500,"Census Tract 95, Shelby County, Tennessee",6234,569,60723,75338,0.09519162,57613200
191,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,76,1400000US47157009600,47,157,9600,96,Tract,2.638,73481352,79,1400000US47157009600,47157009600,"Census Tract 96, Shelby County, Tennessee",5155,336,98371,144725,0.111565173,73481352
192,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,77,1400000US47157009700,47,157,9700,97,Tract,0.694,19138068,80,1400000US47157009700,47157009700,"Census Tract 97, Shelby County, Tennessee",2787,405,36731,51881,0.032671338,4890412
193,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,88,1400000US47157010710,47,157,10710,107.1,Tract,1.52,42416636,94,1400000US47157010710,47157010710,"Census Tract 107.10, Shelby County, Tennessee",4905,641,43672,51602,0.055018319,16459250
194,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,89,1400000US47157010720,47,157,10720,107.2,Tract,0.536,15260899,95,1400000US47157010720,47157010720,"Census Tract 107.20, Shelby County, Tennessee",3891,433,26694,37653,0.03985561,9804896
195,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,106,1400000US47157002800,47,157,2800,28,Tract,0.934,26130476,23,1400000US47157002800,47157002800,"Census Tract 28, Shelby County, Tennessee",3213,411,22424,33939,0.042682103,10653760
196,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,107,1400000US47157002900,47,157,2900,29,Tract,1.587,44236072,24,1400000US47157002900,47157002900,"Census Tract 29, Shelby County, Tennessee",4830,401,67321,118699,0.086493555,44236072
197,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,108,1400000US47157003000,47,157,3000,30,Tract,0.777,21617776,25,1400000US47157003000,47157003000,"Census Tract 30, Shelby County, Tennessee",3493,398,26271,48152,0.053168465,16681302
198,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,138,1400000US47157020531,47,157,20531,205.31,Tract,6.771,189637872,120,1400000US47157020531,47157020531,"Census Tract 205.31, Shelby County, Tennessee",5785,560,43393,50709,0.118835231,50666768
199,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,139,1400000US47157020532,47,157,20532,205.32,Tract,3.014,85482384,121,1400000US47157020532,47157020532,"Census Tract 205.32, Shelby County, Tennessee",5534,597,41604,48055,0.076214363,25881368
200,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,140,1400000US47157020541,47,157,20541,205.41,Tract,1.771,49432104,122,1400000US47157020541,47157020541,"Census Tract 205.41, Shelby County, Tennessee",6001,582,54951,66706,0.069153044,28093588
