-101
-319
-261
-162
-191
-240
-51
-109
9
38
50
22
78
23
14
19
1
10
41
66
23
37
58
55
18
22
35
21
17
24
51
32
42
16
24
23
49
16
18
20
3
3
2
5
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
