OBJECTID_1,FID_XYHazardSce95,OBJECTID,Field1,Field2,Field3,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_
23,1012,1013,35.000999999999998,-89.933700000000002,0.132675000000000,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650
24,1058,1059,35.000999999999998,-89.922700000000006,0.068193000000000,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650
25,1104,1105,35.000999999999998,-89.911600000000007,0.073784000000000,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650
26,1150,1151,35.000999999999998,-89.900599999999997,0.110806000000000,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650
27,1196,1197,35.000999999999998,-89.889600000000002,0.142087000000000,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650
28,1242,1243,35.000999999999998,-89.878600000000006,0.105646000000000,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650
29,1288,1289,35.000999999999998,-89.867599999999996,0.070081000000000,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650
30,1334,1335,35.000999999999998,-89.856600000000000,0.066321000000000,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650
31,1380,1381,35.000999999999998,-89.845600000000005,0.091126000000000,200,1400000US47157021753,47,157,021753,217.53,Tract,0.785000000000000,197,1400000US47157021753,47157021753.000000000000000,"Census Tract 217.53, Shelby County, Tennessee",3157,515,67054,69681
32,1426,1427,35.000999999999998,-89.834500000000006,0.057469000000000,200,1400000US47157021753,47,157,021753,217.53,Tract,0.785000000000000,197,1400000US47157021753,47157021753.000000000000000,"Census Tract 217.53, Shelby County, Tennessee",3157,515,67054,69681
33,1472,1473,35.000999999999998,-89.823499999999996,0.085945000000000,199,1400000US47157021752,47,157,021752,217.52,Tract,1.574000000000000,196,1400000US47157021752,47157021752.000000000000000,"Census Tract 217.52, Shelby County, Tennessee",4943,486,67820,69891
34,1518,1519,35.000999999999998,-89.812500000000000,0.088264000000000,199,1400000US47157021752,47,157,021752,217.52,Tract,1.574000000000000,196,1400000US47157021752,47157021752.000000000000000,"Census Tract 217.52, Shelby County, Tennessee",4943,486,67820,69891
35,1564,1565,35.000999999999998,-89.801500000000004,0.083730000000000,199,1400000US47157021752,47,157,021752,217.52,Tract,1.574000000000000,196,1400000US47157021752,47157021752.000000000000000,"Census Tract 217.52, Shelby County, Tennessee",4943,486,67820,69891
36,1610,1611,35.000999999999998,-89.790499999999994,0.119884000000000,183,1400000US47157021510,47,157,021510,215.10,Tract,7.536000000000000,175,1400000US47157021510,47157021510.000000000000000,"Census Tract 215.10, Shelby County, Tennessee",8415,699,61203,74503
37,1656,1657,35.000999999999998,-89.779499999999999,0.107402000000000,183,1400000US47157021510,47,157,021510,215.10,Tract,7.536000000000000,175,1400000US47157021510,47157021510.000000000000000,"Census Tract 215.10, Shelby County, Tennessee",8415,699,61203,74503
38,1702,1703,35.000999999999998,-89.768400000000000,0.092125000000000,183,1400000US47157021510,47,157,021510,215.10,Tract,7.536000000000000,175,1400000US47157021510,47157021510.000000000000000,"Census Tract 215.10, Shelby County, Tennessee",8415,699,61203,74503
39,1748,1749,35.000999999999998,-89.757400000000004,0.079325000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
40,1794,1795,35.000999999999998,-89.746399999999994,0.056267000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
41,1840,1841,35.000999999999998,-89.735399999999998,0.089470000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
42,1886,1887,35.000999999999998,-89.724400000000003,0.074766000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
43,1932,1933,35.000999999999998,-89.713399999999993,0.091564000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
44,1978,1979,35.000999999999998,-89.702399999999997,0.077880000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
45,2024,2025,35.000999999999998,-89.691299999999998,0.093074000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
