OBJECTID_1,FID_XYHazardSce95,OBJECTID,Field1,Field2,Field3,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_
250,189,190,35.045999999999999,-90.131900000000002,0.039943000000000,218,1400000US47157980300,47,157,980300,9803,Tract,37.552000000000000,220,1400000US47157980300,47157980300.000000000000000,"Census Tract 9803, Shelby County, Tennessee",0,12,0,0
251,235,236,35.045999999999999,-90.120900000000006,0.039610000000000,208,1400000US47157022210,47,157,022210,222.10,Tract,7.586000000000000,208,1400000US47157022210,47157022210.000000000000000,"Census Tract 222.10, Shelby County, Tennessee",4578,454,30500,38788
252,281,282,35.045999999999999,-90.109899999999996,0.043887000000000,208,1400000US47157022210,47,157,022210,222.10,Tract,7.586000000000000,208,1400000US47157022210,47157022210.000000000000000,"Census Tract 222.10, Shelby County, Tennessee",4578,454,30500,38788
253,327,328,35.045999999999999,-90.098900000000000,0.083775000000000,208,1400000US47157022210,47,157,022210,222.10,Tract,7.586000000000000,208,1400000US47157022210,47157022210.000000000000000,"Census Tract 222.10, Shelby County, Tennessee",4578,454,30500,38788
254,373,374,35.045999999999999,-90.087900000000005,0.095661000000000,210,1400000US47157022310,47,157,022310,223.10,Tract,2.533000000000000,210,1400000US47157022310,47157022310.000000000000000,"Census Tract 223.10, Shelby County, Tennessee",5891,689,23059,37369
255,419,420,35.045999999999999,-90.076899999999995,0.062464000000000,210,1400000US47157022310,47,157,022310,223.10,Tract,2.533000000000000,210,1400000US47157022310,47157022310.000000000000000,"Census Tract 223.10, Shelby County, Tennessee",5891,689,23059,37369
256,465,466,35.045999999999999,-90.065899999999999,0.106866000000000,210,1400000US47157022310,47,157,022310,223.10,Tract,2.533000000000000,210,1400000US47157022310,47157022310.000000000000000,"Census Tract 223.10, Shelby County, Tennessee",5891,689,23059,37369
257,511,512,35.045999999999999,-90.054800000000000,0.068063000000000,24,1400000US47157022321,47,157,022321,223.21,Tract,1.640000000000000,211,1400000US47157022321,47157022321.000000000000000,"Census Tract 223.21, Shelby County, Tennessee",3740,626,32995,42962
258,557,558,35.045999999999999,-90.043800000000005,0.072341000000000,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776
259,603,604,35.045999999999999,-90.032799999999995,0.056067000000000,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776
260,649,650,35.045999999999999,-90.021799999999999,0.055767000000000,204,1400000US47157022024,47,157,022024,220.24,Tract,0.998000000000000,202,1400000US47157022024,47157022024.000000000000000,"Census Tract 220.24, Shelby County, Tennessee",3222,304,50238,59269
261,695,696,35.045999999999999,-90.010800000000003,0.050269000000000,204,1400000US47157022024,47,157,022024,220.24,Tract,0.998000000000000,202,1400000US47157022024,47157022024.000000000000000,"Census Tract 220.24, Shelby County, Tennessee",3222,304,50238,59269
262,741,742,35.045999999999999,-89.999799999999993,0.042556000000000,202,1400000US47157022022,47,157,022022,220.22,Tract,1.899000000000000,200,1400000US47157022022,47157022022.000000000000000,"Census Tract 220.22, Shelby County, Tennessee",3123,623,16316,28064
263,787,788,35.045999999999999,-89.988699999999994,0.093237000000000,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0
264,833,834,35.045999999999999,-89.977699999999999,0.113002000000000,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0
265,879,880,35.045999999999999,-89.966700000000003,0.063876000000000,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0
266,925,926,35.045999999999999,-89.955699999999993,0.035764000000000,221,1400000US47157011010,47,157,011010,110.10,Tract,1.092000000000000,98,1400000US47157011010,47157011010.000000000000000,"Census Tract 110.10, Shelby County, Tennessee",4394,546,35953,48615
267,971,972,35.045999999999999,-89.944699999999997,0.072131000000000,92,1400000US47157011020,47,157,011020,110.20,Tract,1.845000000000000,99,1400000US47157011020,47157011020.000000000000000,"Census Tract 110.20, Shelby County, Tennessee",1257,189,29405,40483
268,1017,1018,35.045999999999999,-89.933700000000002,0.068622000000000,92,1400000US47157011020,47,157,011020,110.20,Tract,1.845000000000000,99,1400000US47157011020,47157011020.000000000000000,"Census Tract 110.20, Shelby County, Tennessee",1257,189,29405,40483
269,1063,1064,35.045999999999999,-89.922700000000006,0.173248000000000,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650
270,1109,1110,35.045999999999999,-89.911600000000007,0.133333000000000,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650
271,1155,1156,35.045999999999999,-89.900599999999997,0.137990000000000,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650
272,1201,1202,35.045999999999999,-89.889600000000002,0.144879000000000,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650
273,1247,1248,35.045999999999999,-89.878600000000006,0.154415000000000,193,1400000US47157021731,47,157,021731,217.31,Tract,1.163000000000000,188,1400000US47157021731,47157021731.000000000000000,"Census Tract 217.31, Shelby County, Tennessee",2940,346,36375,51052
274,1293,1294,35.045999999999999,-89.867599999999996,0.193674000000000,193,1400000US47157021731,47,157,021731,217.31,Tract,1.163000000000000,188,1400000US47157021731,47157021731.000000000000000,"Census Tract 217.31, Shelby County, Tennessee",2940,346,36375,51052
275,1339,1340,35.045999999999999,-89.856600000000000,0.129113000000000,194,1400000US47157021732,47,157,021732,217.32,Tract,1.231000000000000,189,1400000US47157021732,47157021732.000000000000000,"Census Tract 217.32, Shelby County, Tennessee",6229,653,28421,41782
276,1385,1386,35.045999999999999,-89.845600000000005,0.174431000000000,194,1400000US47157021732,47,157,021732,217.32,Tract,1.231000000000000,189,1400000US47157021732,47157021732.000000000000000,"Census Tract 217.32, Shelby County, Tennessee",6229,653,28421,41782
277,1431,1432,35.045999999999999,-89.834500000000006,0.182563000000000,197,1400000US47157021746,47,157,021746,217.46,Tract,1.049000000000000,193,1400000US47157021746,47157021746.000000000000000,"Census Tract 217.46, Shelby County, Tennessee",4730,483,39901,51044
278,1477,1478,35.045999999999999,-89.823499999999996,0.135109000000000,195,1400000US47157021744,47,157,021744,217.44,Tract,1.372000000000000,191,1400000US47157021744,47157021744.000000000000000,"Census Tract 217.44, Shelby County, Tennessee",6439,679,67965,67452
279,1523,1524,35.045999999999999,-89.812500000000000,0.144043000000000,195,1400000US47157021744,47,157,021744,217.44,Tract,1.372000000000000,191,1400000US47157021744,47157021744.000000000000000,"Census Tract 217.44, Shelby County, Tennessee",6439,679,67965,67452
280,1569,1570,35.045999999999999,-89.801500000000004,0.148196000000000,178,1400000US47157021342,47,157,021342,213.42,Tract,6.082000000000000,168,1400000US47157021342,47157021342.000000000000000,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986
281,1615,1616,35.045999999999999,-89.790499999999994,0.136293000000000,183,1400000US47157021510,47,157,021510,215.10,Tract,7.536000000000000,175,1400000US47157021510,47157021510.000000000000000,"Census Tract 215.10, Shelby County, Tennessee",8415,699,61203,74503
282,1661,1662,35.045999999999999,-89.779499999999999,0.148343000000000,183,1400000US47157021510,47,157,021510,215.10,Tract,7.536000000000000,175,1400000US47157021510,47157021510.000000000000000,"Census Tract 215.10, Shelby County, Tennessee",8415,699,61203,74503
283,1707,1708,35.045999999999999,-89.768400000000000,0.213693000000000,183,1400000US47157021510,47,157,021510,215.10,Tract,7.536000000000000,175,1400000US47157021510,47157021510.000000000000000,"Census Tract 215.10, Shelby County, Tennessee",8415,699,61203,74503
284,1753,1754,35.045999999999999,-89.757400000000004,0.136943000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
285,1799,1800,35.045999999999999,-89.746399999999994,0.091556000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
286,1845,1846,35.045999999999999,-89.735399999999998,0.108749000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
287,1891,1892,35.045999999999999,-89.724400000000003,0.061179000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
288,1937,1938,35.045999999999999,-89.713399999999993,0.114664000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
289,1983,1984,35.045999999999999,-89.702399999999997,0.089947000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
290,2029,2030,35.045999999999999,-89.691299999999998,0.152768000000000,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133
291,2075,2076,35.045999999999999,-89.680300000000003,0.156695000000000,186,1400000US47157021611,47,157,021611,216.11,Tract,2.007000000000000,179,1400000US47157021611,47157021611.000000000000000,"Census Tract 216.11, Shelby County, Tennessee",6609,439,89074,104112
292,2121,2122,35.045999999999999,-89.669300000000007,0.082238000000000,186,1400000US47157021611,47,157,021611,216.11,Tract,2.007000000000000,179,1400000US47157021611,47157021611.000000000000000,"Census Tract 216.11, Shelby County, Tennessee",6609,439,89074,104112
293,2167,2168,35.045999999999999,-89.658299999999997,0.064141000000000,188,1400000US47157021613,47,157,021613,216.13,Tract,1.770000000000000,181,1400000US47157021613,47157021613.000000000000000,"Census Tract 216.13, Shelby County, Tennessee",4734,352,113333,130077
294,2213,2214,35.045999999999999,-89.647300000000001,0.099880000000000,188,1400000US47157021613,47,157,021613,216.13,Tract,1.770000000000000,181,1400000US47157021613,47157021613.000000000000000,"Census Tract 216.13, Shelby County, Tennessee",4734,352,113333,130077
295,6,7,35.055000000000000,-90.176000000000002,0.024677000000000,218,1400000US47157980300,47,157,980300,9803,Tract,37.552000000000000,220,1400000US47157980300,47157980300.000000000000000,"Census Tract 9803, Shelby County, Tennessee",0,12,0,0
296,52,53,35.055000000000000,-90.165000000000006,0.029527000000000,218,1400000US47157980300,47,157,980300,9803,Tract,37.552000000000000,220,1400000US47157980300,47157980300.000000000000000,"Census Tract 9803, Shelby County, Tennessee",0,12,0,0
297,98,99,35.055000000000000,-90.153999999999996,0.031003000000000,218,1400000US47157980300,47,157,980300,9803,Tract,37.552000000000000,220,1400000US47157980300,47157980300.000000000000000,"Census Tract 9803, Shelby County, Tennessee",0,12,0,0
298,144,145,35.055000000000000,-90.143000000000001,0.041350000000000,218,1400000US47157980300,47,157,980300,9803,Tract,37.552000000000000,220,1400000US47157980300,47157980300.000000000000000,"Census Tract 9803, Shelby County, Tennessee",0,12,0,0
299,190,191,35.055000000000000,-90.131900000000002,0.045344000000000,218,1400000US47157980300,47,157,980300,9803,Tract,37.552000000000000,220,1400000US47157980300,47157980300.000000000000000,"Census Tract 9803, Shelby County, Tennessee",0,12,0,0
300,236,237,35.055000000000000,-90.120900000000006,0.040868000000000,208,1400000US47157022210,47,157,022210,222.10,Tract,7.586000000000000,208,1400000US47157022210,47157022210.000000000000000,"Census Tract 222.10, Shelby County, Tennessee",4578,454,30500,38788
301,282,283,35.055000000000000,-90.109899999999996,0.040993000000000,208,1400000US47157022210,47,157,022210,222.10,Tract,7.586000000000000,208,1400000US47157022210,47157022210.000000000000000,"Census Tract 222.10, Shelby County, Tennessee",4578,454,30500,38788
302,328,329,35.055000000000000,-90.098900000000000,0.079188000000000,208,1400000US47157022210,47,157,022210,222.10,Tract,7.586000000000000,208,1400000US47157022210,47157022210.000000000000000,"Census Tract 222.10, Shelby County, Tennessee",4578,454,30500,38788
303,374,375,35.055000000000000,-90.087900000000005,0.077482000000000,210,1400000US47157022310,47,157,022310,223.10,Tract,2.533000000000000,210,1400000US47157022310,47157022310.000000000000000,"Census Tract 223.10, Shelby County, Tennessee",5891,689,23059,37369
304,420,421,35.055000000000000,-90.076899999999995,0.079289000000000,210,1400000US47157022310,47,157,022310,223.10,Tract,2.533000000000000,210,1400000US47157022310,47157022310.000000000000000,"Census Tract 223.10, Shelby County, Tennessee",5891,689,23059,37369
305,466,467,35.055000000000000,-90.065899999999999,0.049749000000000,210,1400000US47157022310,47,157,022310,223.10,Tract,2.533000000000000,210,1400000US47157022310,47157022310.000000000000000,"Census Tract 223.10, Shelby County, Tennessee",5891,689,23059,37369
306,512,513,35.055000000000000,-90.054800000000000,0.123422000000000,24,1400000US47157022321,47,157,022321,223.21,Tract,1.640000000000000,211,1400000US47157022321,47157022321.000000000000000,"Census Tract 223.21, Shelby County, Tennessee",3740,626,32995,42962
307,558,559,35.055000000000000,-90.043800000000005,0.077463000000000,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776
308,604,605,35.055000000000000,-90.032799999999995,0.055104000000000,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776
309,650,651,35.055000000000000,-90.021799999999999,0.062561000000000,203,1400000US47157022023,47,157,022023,220.23,Tract,0.554000000000000,201,1400000US47157022023,47157022023.000000000000000,"Census Tract 220.23, Shelby County, Tennessee",1821,244,41719,59382
310,696,697,35.055000000000000,-90.010800000000003,0.071754000000000,202,1400000US47157022022,47,157,022022,220.22,Tract,1.899000000000000,200,1400000US47157022022,47157022022.000000000000000,"Census Tract 220.22, Shelby County, Tennessee",3123,623,16316,28064
311,742,743,35.055000000000000,-89.999799999999993,0.099946000000000,202,1400000US47157022022,47,157,022022,220.22,Tract,1.899000000000000,200,1400000US47157022022,47157022022.000000000000000,"Census Tract 220.22, Shelby County, Tennessee",3123,623,16316,28064
312,788,789,35.055000000000000,-89.988699999999994,0.055765000000000,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0
313,834,835,35.055000000000000,-89.977699999999999,0.065080000000000,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0
314,880,881,35.055000000000000,-89.966700000000003,0.073715000000000,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0
315,926,927,35.055000000000000,-89.955699999999993,0.037416000000000,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0
316,972,973,35.055000000000000,-89.944699999999997,0.089332000000000,85,1400000US47157010500,47,157,010500,105,Tract,1.772000000000000,90,1400000US47157010500,47157010500.000000000000000,"Census Tract 105, Shelby County, Tennessee",1686,358,26250,32277
317,1018,1019,35.055000000000000,-89.933700000000002,0.140343000000000,85,1400000US47157010500,47,157,010500,105,Tract,1.772000000000000,90,1400000US47157010500,47157010500.000000000000000,"Census Tract 105, Shelby County, Tennessee",1686,358,26250,32277
318,1064,1065,35.055000000000000,-89.922700000000006,0.096776000000000,87,1400000US47157010620,47,157,010620,106.20,Tract,0.529000000000000,92,1400000US47157010620,47157010620.000000000000000,"Census Tract 106.20, Shelby County, Tennessee",3568,467,27292,32744
319,1110,1111,35.055000000000000,-89.911600000000007,0.118505000000000,45,1400000US47157010630,47,157,010630,106.30,Tract,0.695000000000000,93,1400000US47157010630,47157010630.000000000000000,"Census Tract 106.30, Shelby County, Tennessee",4315,647,22482,28996
320,1156,1157,35.055000000000000,-89.900599999999997,0.106509000000000,90,1400000US47157010810,47,157,010810,108.10,Tract,0.918000000000000,96,1400000US47157010810,47157010810.000000000000000,"Census Tract 108.10, Shelby County, Tennessee",6624,696,31541,46475
321,1202,1203,35.055000000000000,-89.889600000000002,0.096222000000000,90,1400000US47157010810,47,157,010810,108.10,Tract,0.918000000000000,96,1400000US47157010810,47157010810.000000000000000,"Census Tract 108.10, Shelby County, Tennessee",6624,696,31541,46475
322,1248,1249,35.055000000000000,-89.878600000000006,0.124127000000000,91,1400000US47157010820,47,157,010820,108.20,Tract,0.869000000000000,97,1400000US47157010820,47157010820.000000000000000,"Census Tract 108.20, Shelby County, Tennessee",4240,475,39926,49459
323,1294,1295,35.055000000000000,-89.867599999999996,0.126984000000000,91,1400000US47157010820,47,157,010820,108.20,Tract,0.869000000000000,97,1400000US47157010820,47157010820.000000000000000,"Census Tract 108.20, Shelby County, Tennessee",4240,475,39926,49459
324,1340,1341,35.055000000000000,-89.856600000000000,0.129945000000000,192,1400000US47157021726,47,157,021726,217.26,Tract,0.554000000000000,187,1400000US47157021726,47157021726.000000000000000,"Census Tract 217.26, Shelby County, Tennessee",4649,812,27777,33053
325,1386,1387,35.055000000000000,-89.845600000000005,0.151197000000000,192,1400000US47157021726,47,157,021726,217.26,Tract,0.554000000000000,187,1400000US47157021726,47157021726.000000000000000,"Census Tract 217.26, Shelby County, Tennessee",4649,812,27777,33053
326,1432,1433,35.055000000000000,-89.834500000000006,0.366343000000000,18,1400000US47157021724,47,157,021724,217.24,Tract,0.858000000000000,185,1400000US47157021724,47157021724.000000000000000,"Census Tract 217.24, Shelby County, Tennessee",2411,235,44679,56142
327,1478,1479,35.055000000000000,-89.823499999999996,0.174854000000000,176,1400000US47157021334,47,157,021334,213.34,Tract,1.222000000000000,166,1400000US47157021334,47157021334.000000000000000,"Census Tract 213.34, Shelby County, Tennessee",3988,505,39614,55185
328,1524,1525,35.055000000000000,-89.812500000000000,0.155552000000000,178,1400000US47157021342,47,157,021342,213.42,Tract,6.082000000000000,168,1400000US47157021342,47157021342.000000000000000,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986
329,1570,1571,35.055000000000000,-89.801500000000004,0.209624000000000,178,1400000US47157021342,47,157,021342,213.42,Tract,6.082000000000000,168,1400000US47157021342,47157021342.000000000000000,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986
330,1616,1617,35.055000000000000,-89.790499999999994,0.117665000000000,178,1400000US47157021342,47,157,021342,213.42,Tract,6.082000000000000,168,1400000US47157021342,47157021342.000000000000000,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986
331,1662,1663,35.055000000000000,-89.779499999999999,0.190525000000000,178,1400000US47157021342,47,157,021342,213.42,Tract,6.082000000000000,168,1400000US47157021342,47157021342.000000000000000,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986
332,1708,1709,35.055000000000000,-89.768400000000000,0.164800000000000,178,1400000US47157021342,47,157,021342,213.42,Tract,6.082000000000000,168,1400000US47157021342,47157021342.000000000000000,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986
333,1754,1755,35.055000000000000,-89.757400000000004,0.120189000000000,178,1400000US47157021342,47,157,021342,213.42,Tract,6.082000000000000,168,1400000US47157021342,47157021342.000000000000000,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986
334,1800,1801,35.055000000000000,-89.746399999999994,0.125064000000000,178,1400000US47157021342,47,157,021342,213.42,Tract,6.082000000000000,168,1400000US47157021342,47157021342.000000000000000,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986
335,1846,1847,35.055000000000000,-89.735399999999998,0.134623000000000,180,1400000US47157021353,47,157,021353,213.53,Tract,6.241000000000000,171,1400000US47157021353,47157021353.000000000000000,"Census Tract 213.53, Shelby County, Tennessee",9500,390,154947,203580
336,1892,1893,35.055000000000000,-89.724400000000003,0.095053000000000,16,1400000US47157021530,47,157,021530,215.30,Tract,3.886000000000000,177,1400000US47157021530,47157021530.000000000000000,"Census Tract 215.30, Shelby County, Tennessee",5064,290,114554,150747
337,1938,1939,35.055000000000000,-89.713399999999993,0.064961000000000,16,1400000US47157021530,47,157,021530,215.30,Tract,3.886000000000000,177,1400000US47157021530,47157021530.000000000000000,"Census Tract 215.30, Shelby County, Tennessee",5064,290,114554,150747
338,1984,1985,35.055000000000000,-89.702399999999997,0.059164000000000,16,1400000US47157021530,47,157,021530,215.30,Tract,3.886000000000000,177,1400000US47157021530,47157021530.000000000000000,"Census Tract 215.30, Shelby County, Tennessee",5064,290,114554,150747
339,2030,2031,35.055000000000000,-89.691299999999998,0.120830000000000,16,1400000US47157021530,47,157,021530,215.30,Tract,3.886000000000000,177,1400000US47157021530,47157021530.000000000000000,"Census Tract 215.30, Shelby County, Tennessee",5064,290,114554,150747
340,2076,2077,35.055000000000000,-89.680300000000003,0.126667000000000,186,1400000US47157021611,47,157,021611,216.11,Tract,2.007000000000000,179,1400000US47157021611,47157021611.000000000000000,"Census Tract 216.11, Shelby County, Tennessee",6609,439,89074,104112
341,2122,2123,35.055000000000000,-89.669300000000007,0.091435000000000,186,1400000US47157021611,47,157,021611,216.11,Tract,2.007000000000000,179,1400000US47157021611,47157021611.000000000000000,"Census Tract 216.11, Shelby County, Tennessee",6609,439,89074,104112
342,2168,2169,35.055000000000000,-89.658299999999997,0.086611000000000,187,1400000US47157021612,47,157,021612,216.12,Tract,1.505000000000000,180,1400000US47157021612,47157021612.000000000000000,"Census Tract 216.12, Shelby County, Tennessee",4868,233,100652,116236
343,2214,2215,35.055000000000000,-89.647300000000001,0.094462000000000,188,1400000US47157021613,47,157,021613,216.13,Tract,1.770000000000000,181,1400000US47157021613,47157021613.000000000000000,"Census Tract 216.13, Shelby County, Tennessee",4734,352,113333,130077
344,7,8,35.064000000000000,-90.176000000000002,0.039979000000000,218,1400000US47157980300,47,157,980300,9803,Tract,37.552000000000000,220,1400000US47157980300,47157980300.000000000000000,"Census Tract 9803, Shelby County, Tennessee",0,12,0,0
345,53,54,35.064000000000000,-90.165000000000006,0.026286000000000,218,1400000US47157980300,47,157,980300,9803,Tract,37.552000000000000,220,1400000US47157980300,47157980300.000000000000000,"Census Tract 9803, Shelby County, Tennessee",0,12,0,0
346,99,100,35.064000000000000,-90.153999999999996,0.044167000000000,218,1400000US47157980300,47,157,980300,9803,Tract,37.552000000000000,220,1400000US47157980300,47157980300.000000000000000,"Census Tract 9803, Shelby County, Tennessee",0,12,0,0
347,145,146,35.064000000000000,-90.143000000000001,0.056260000000000,218,1400000US47157980300,47,157,980300,9803,Tract,37.552000000000000,220,1400000US47157980300,47157980300.000000000000000,"Census Tract 9803, Shelby County, Tennessee",0,12,0,0
348,191,192,35.064000000000000,-90.131900000000002,0.038379000000000,208,1400000US47157022210,47,157,022210,222.10,Tract,7.586000000000000,208,1400000US47157022210,47157022210.000000000000000,"Census Tract 222.10, Shelby County, Tennessee",4578,454,30500,38788
349,237,238,35.064000000000000,-90.120900000000006,0.041383000000000,208,1400000US47157022210,47,157,022210,222.10,Tract,7.586000000000000,208,1400000US47157022210,47157022210.000000000000000,"Census Tract 222.10, Shelby County, Tennessee",4578,454,30500,38788
350,283,284,35.064000000000000,-90.109899999999996,0.050027000000000,208,1400000US47157022210,47,157,022210,222.10,Tract,7.586000000000000,208,1400000US47157022210,47157022210.000000000000000,"Census Tract 222.10, Shelby County, Tennessee",4578,454,30500,38788
351,329,330,35.064000000000000,-90.098900000000000,0.040739000000000,208,1400000US47157022210,47,157,022210,222.10,Tract,7.586000000000000,208,1400000US47157022210,47157022210.000000000000000,"Census Tract 222.10, Shelby County, Tennessee",4578,454,30500,38788
352,375,376,35.064000000000000,-90.087900000000005,0.033850000000000,209,1400000US47157022220,47,157,022220,222.20,Tract,2.727000000000000,209,1400000US47157022220,47157022220.000000000000000,"Census Tract 222.20, Shelby County, Tennessee",3340,362,29329,34844
353,421,422,35.064000000000000,-90.076899999999995,0.033071000000000,209,1400000US47157022220,47,157,022220,222.20,Tract,2.727000000000000,209,1400000US47157022220,47157022220.000000000000000,"Census Tract 222.20, Shelby County, Tennessee",3340,362,29329,34844
354,467,468,35.064000000000000,-90.065899999999999,0.039288000000000,209,1400000US47157022220,47,157,022220,222.20,Tract,2.727000000000000,209,1400000US47157022220,47157022220.000000000000000,"Census Tract 222.20, Shelby County, Tennessee",3340,362,29329,34844
355,513,514,35.064000000000000,-90.054800000000000,0.086062000000000,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776
356,559,560,35.064000000000000,-90.043800000000005,0.064400000000000,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776
357,605,606,35.064000000000000,-90.032799999999995,0.069444000000000,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776
358,651,652,35.064000000000000,-90.021799999999999,0.039168000000000,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776
359,697,698,35.064000000000000,-90.010800000000003,0.060105000000000,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776
360,743,744,35.064000000000000,-89.999799999999993,0.069025000000000,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776
361,789,790,35.064000000000000,-89.988699999999994,0.108024000000000,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0
362,835,836,35.064000000000000,-89.977699999999999,0.112049000000000,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0
363,881,882,35.064000000000000,-89.966700000000003,0.061783000000000,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0
